order_id,customer_id,seller_id,order_date,payment_method
765445905,17669105,6525141,2028-12-22,American Express
661619130,12251407,2195398,2027-08-10,American Express
650330834,17091364,2194649,2021-06-05,MasterCard
724731985,14769987,4449132,2020-07-02,Visa
630077715,16705010,3037491,2029-04-22,Chase
712472838,16052931,4166562,2029-07-04,Visa
612347093,12020422,2855100,2023-08-11,Visa
799053980,13043578,3950405,2021-07-10,MasterCard
753718012,19233102,5751111,2030-10-29,Chase
771182682,10336848,6028631,2024-01-22,American Express
788780510,13466143,2283532,2026-08-17,MasterCard
627826396,12648982,5586691,2022-12-27,Chase
781172037,12324389,4778331,2025-10-24,American Express
628110903,18245314,6004025,2029-05-10,Chase
656041931,10488839,6225730,2027-06-17,American Express
697078622,15786773,2098738,2030-09-07,American Express
716648984,10147288,5042649,2020-04-04,Chase
615881402,19954888,6917169,2022-10-07,Discover
759614483,10120804,2209570,2027-02-19,Visa
782177813,13668371,2270288,2027-03-08,Discover
669940519,11971736,3723453,2020-09-06,MasterCard
684734988,19483738,2274380,2028-04-20,Discover
618322063,16571651,2378207,2023-04-15,Visa
642608326,19213444,5424250,2029-09-02,American Express
686279707,12695109,7623359,2027-06-07,Visa
632395106,13775841,7121352,2028-05-21,Chase
696747991,10642447,6257092,2024-10-26,Chase
682818826,13727264,6692016,2025-06-22,Discover
656935180,18016849,3664751,2024-05-23,Visa
658797507,17424898,2324115,2030-05-09,Visa
740525326,11828024,7197432,2026-10-17,American Express
787367634,19287148,2291796,2022-12-17,Visa
757656362,16347874,7152531,2022-05-20,MasterCard
656077707,19960600,2602256,2025-02-04,Visa
738855403,18237432,6857116,2030-09-26,American Express
628858297,15523133,5258026,2021-06-09,Chase
680441342,11796525,6760508,2021-04-14,Discover
639961542,17314911,7919575,2025-03-03,Chase
724929637,15141761,7335371,2027-08-16,Chase
720501935,12197421,4940800,2024-10-24,MasterCard
751805181,17610955,4803615,2025-12-01,American Express
600923652,16707391,2222170,2026-12-16,Chase
703826719,12219774,6192222,2027-01-15,American Express
739548795,16629687,7220202,2028-07-22,Visa
686347473,15303498,7100072,2030-11-25,American Express
667023177,19359004,5369923,2030-09-10,Chase
752006361,13019657,5093632,2029-12-05,Visa
748187736,19438973,3626968,2026-08-10,Chase
692101792,17011772,6353269,2022-07-09,Chase
666305405,18509905,2233406,2025-07-10,Chase
734860784,14598211,3054172,2026-09-02,Chase
742235477,10313603,2766774,2024-05-02,Chase
608452996,14877149,3579914,2028-01-07,MasterCard
758977794,18050662,5996662,2023-05-04,MasterCard
695566085,14411254,4132444,2020-11-13,American Express
664647102,19743265,7826344,2028-05-21,MasterCard
618245228,17854626,5440847,2027-08-15,MasterCard
766244196,14742375,7139086,2028-10-31,Visa
601281339,16732144,6287139,2030-10-09,Discover
627786153,11380914,7558901,2022-08-25,Visa
662930338,15125147,2491213,2022-07-07,MasterCard
706510498,17123504,2150136,2021-10-11,Discover
779208521,15109458,5640009,2030-03-02,MasterCard
773526690,11360085,2777739,2022-04-08,Visa
695101828,14644409,6176904,2027-03-16,Chase
778688666,18627738,5893908,2026-01-22,American Express
670771626,15685450,6038364,2025-05-20,American Express
764047694,11954043,5643199,2029-11-23,Visa
693406800,12557833,2670551,2022-10-21,American Express
665519455,15856412,4500007,2030-12-11,MasterCard
713170626,17777710,5561364,2020-05-12,American Express
694761651,12054737,5007599,2026-05-10,Visa
791155160,19111786,3468059,2030-11-28,Chase
707887094,13158480,2704689,2020-07-20,Visa
777333526,14290435,5329726,2024-10-16,MasterCard
641047477,12352718,2637068,2025-12-24,MasterCard
625130711,19930019,4853115,2023-06-12,MasterCard
692380440,18351311,3374391,2025-05-28,Chase
675761281,16010796,2186635,2020-01-10,American Express
611498526,10319448,4501392,2030-04-11,Visa
631355932,11309500,6368143,2022-08-17,Discover
706287013,16021918,6379069,2021-10-28,Visa
635290373,14060581,6669201,2027-06-28,American Express
733555717,18729836,6821680,2021-05-21,American Express
635401382,16124114,7806814,2022-10-11,Discover
653862329,17969397,7986175,2020-07-17,MasterCard
791300402,13318850,2139516,2020-12-29,MasterCard
742255883,19653569,5786225,2021-06-15,Chase
670409092,15297209,2052324,2027-05-15,Visa
712191525,17924317,7273873,2022-02-11,American Express
705205000,12962304,3659995,2030-02-13,American Express
703415251,18294696,6258104,2028-10-20,Discover
768794524,14401254,7253986,2020-03-07,Discover
780674443,15648004,4933595,2026-04-12,Visa
752509596,15164476,5850287,2027-05-24,Chase
682412125,16399567,7667123,2024-06-05,Chase
611316274,16816187,4241693,2021-06-02,MasterCard
703356121,17183069,5138136,2030-10-09,Chase
663666874,16249697,3187415,2021-06-18,Visa
637864939,16104839,5381524,2026-01-04,Visa
647813063,18243447,2056114,2022-10-01,American Express
684873586,13140675,7238752,2027-07-19,American Express
671408683,14594693,2610989,2022-05-05,Chase
654427829,16650190,6402443,2029-02-12,American Express
728950507,10985112,2481755,2022-07-30,American Express
747736165,10431169,5902000,2028-09-17,Chase
756633508,11375091,4776925,2029-02-09,American Express
791338051,16641087,2938048,2025-06-17,Chase
770488353,12727563,4777497,2024-02-13,Chase
691943436,16867593,3907549,2025-01-21,MasterCard
787697451,16866560,3611366,2029-04-15,American Express
759892377,16838632,6373058,2020-03-30,American Express
713368119,18698689,5194834,2029-09-30,American Express
678157760,12899365,3464726,2029-08-30,MasterCard
606189543,17818983,5313482,2024-11-06,Visa
632039823,10456225,3670068,2024-09-18,Visa
738379620,14846106,5354231,2029-11-19,Chase
668026088,10114985,6909023,2029-02-16,Discover
635987257,13562917,5472362,2021-09-22,American Express
727458106,10321904,5993167,2024-04-19,Discover
628885120,17990621,4815969,2021-05-07,American Express
620831604,18777758,2944803,2023-07-07,Visa
737616304,13973257,5107537,2022-12-11,MasterCard
668442514,12480453,7506086,2026-01-16,Discover
759795694,17023100,3637445,2021-11-08,Discover
649095671,12599957,7930450,2022-04-10,Visa
686770295,18115548,6394347,2020-08-08,MasterCard
684806393,18790863,2181033,2027-04-15,Visa
683867491,11844856,6381001,2029-08-14,Chase
693120752,11117520,3018864,2023-09-30,Chase
752041748,11311082,2225010,2024-11-09,American Express
673440113,16823626,5306092,2020-01-03,American Express
766151175,10107062,3553267,2024-02-14,Discover
767162392,17833521,7315781,2030-09-01,Chase
672082355,19702954,3002690,2023-01-10,American Express
695656902,17313496,4454945,2029-02-02,Discover
795996665,15547273,6276411,2025-12-07,Chase
729882686,16046709,6523483,2022-11-16,Chase
730109418,17845844,5432565,2023-01-04,Visa
706234962,18712258,6425592,2022-12-31,MasterCard
736144121,10965461,2169707,2020-10-09,MasterCard
777105340,13712046,7440271,2029-05-31,American Express
694365572,15350173,3215369,2023-06-12,American Express
756340192,11789551,7133101,2022-09-08,Visa
615755575,17095756,4536838,2027-03-23,MasterCard
796287764,11743886,3888169,2029-06-03,MasterCard
688135432,11039949,2207475,2029-06-22,Chase
783434002,10178005,4838816,2025-06-17,Chase
764721395,19014717,3386917,2029-03-14,Discover
616337873,18057297,2114547,2028-03-11,American Express
701997248,11626065,5052302,2026-03-22,MasterCard
775393552,10328734,6547960,2022-09-26,Visa
664650076,18594891,4227975,2026-06-30,American Express
739378781,10653113,5563792,2028-06-27,American Express
685816974,18815011,5448350,2028-05-31,American Express
749282522,11454084,4485050,2024-10-11,Discover
778956009,18439672,7330410,2022-10-08,Visa
754489264,10636035,2118389,2021-06-22,MasterCard
643044391,12934401,7584524,2029-03-26,Chase
758872797,10894812,3584138,2027-10-28,Visa
611793672,15964064,6993084,2027-03-14,Chase
645833299,13861892,4712529,2028-08-15,Visa
769638808,12751556,3161149,2025-02-12,Visa
615866194,14019450,3796521,2020-03-29,Discover
654478118,19357493,5916499,2025-07-23,American Express
600748784,19838045,5723672,2030-12-20,Visa
620229161,12839040,6689184,2020-03-23,Visa
609630547,19233853,7206966,2027-07-24,Visa
699970087,19180969,4159002,2030-06-23,Chase
729994212,18574882,4755283,2028-07-16,Chase
610362836,16233089,7405709,2023-01-03,Chase
783299412,15957963,6072865,2024-02-12,Visa
755593387,12427392,3158506,2028-11-04,American Express
628310359,15880113,7778629,2030-07-15,Discover
778149860,18399171,5096468,2026-04-22,Visa
687204229,10721588,6797662,2024-09-04,MasterCard
701589808,13255463,3822666,2024-03-03,Discover
637892235,19299082,2776174,2020-05-10,Chase
789087966,16029370,5183929,2027-01-17,American Express
668004722,13426108,7792886,2021-09-16,American Express
744631061,11679449,4486981,2024-06-17,MasterCard
704170927,18534963,2439476,2027-03-17,MasterCard
725993187,17986415,4055470,2029-01-16,MasterCard
657770560,13541391,2849747,2029-12-18,Visa
750723465,11416694,6568319,2025-12-02,Discover
772528951,18587054,4151192,2027-12-19,American Express
656070312,13573499,4343845,2026-11-29,Visa
791084130,14402760,5434909,2024-07-27,MasterCard
749895072,15542153,3881372,2023-03-15,American Express
736085452,15325503,7114542,2024-11-30,Visa
732894239,14052493,3356386,2022-06-07,MasterCard
751807698,16824492,5467574,2025-08-28,Discover
645527756,12704102,7426893,2022-08-18,American Express
629632780,16261597,3298767,2021-07-13,American Express
715743645,19594849,4474952,2027-08-05,American Express
771469088,13081887,2009305,2025-12-02,Chase
785248349,17268303,5686298,2023-03-24,MasterCard
603593964,12843962,4290050,2022-04-10,MasterCard
731625873,14970499,4280322,2029-12-12,Chase
782215887,14397410,4835820,2028-08-25,American Express
698865591,15536445,4640259,2025-07-08,MasterCard
765738626,10446374,4196200,2025-12-28,MasterCard
633257160,12665046,4105217,2020-12-29,MasterCard
688335181,19741401,4204431,2021-04-16,Chase
659847244,12622852,5679037,2021-01-23,Chase
692127099,12641730,6105436,2025-11-02,Chase
660910548,12112575,7440315,2021-12-23,American Express
679546863,17125778,2654417,2029-09-12,MasterCard
675898167,14048187,7998994,2027-11-30,MasterCard
777025405,10026021,6279504,2023-10-01,Chase
764341090,17039570,2246466,2028-11-18,Visa
634645228,12376599,3464789,2021-04-15,MasterCard
623549521,12835358,4756994,2027-06-28,Chase
683335714,12421253,4786640,2026-06-02,Chase
692147526,17010912,5025040,2028-01-28,Discover
603778031,17096188,5110524,2021-02-13,MasterCard
654036439,15364296,5116739,2022-01-30,MasterCard
676825684,13547050,3372034,2026-09-24,American Express
691302651,13871302,2442622,2029-11-11,American Express
727517630,11642710,5022172,2020-07-05,Discover
640872999,13282379,4165943,2030-11-15,American Express
792996729,17252520,4964248,2023-02-16,Discover
762985209,16018522,2401932,2030-02-05,Discover
629389586,17927828,3272183,2026-09-03,Chase
747951289,10110477,3724070,2023-01-01,American Express
794952547,11975104,4289193,2026-07-31,Visa
691162911,17829382,2197386,2030-08-02,Chase
720816880,15536163,3392417,2021-06-17,Discover
721896170,18746119,4801871,2022-11-25,Visa
757961007,16485012,5203211,2021-08-06,MasterCard
670087728,11987691,4841163,2025-01-15,Visa
728999911,13923404,6235315,2024-02-09,American Express
786707539,15254862,7833154,2021-01-05,MasterCard
755316575,17796862,3594410,2025-11-05,Chase
705149473,14474490,6448362,2026-05-13,American Express
647373263,14218472,2470886,2020-05-18,American Express
746623317,10391625,6677949,2020-03-04,MasterCard
619800086,12319004,7789041,2025-08-18,American Express
791519894,13139352,3079118,2021-10-13,American Express
686147020,18569845,4632241,2026-04-27,American Express
734014482,10140120,7488994,2030-01-19,Visa
603586416,19885479,6571729,2022-12-15,Discover
640672897,10863943,3329762,2028-01-25,Chase
791798109,19838674,7107255,2024-12-29,Chase
685615432,14999918,6135792,2024-08-05,MasterCard
641499376,11581947,7133285,2030-02-22,Discover
712184469,12631521,3220577,2028-08-25,MasterCard
659656269,19113698,7261644,2028-07-14,Discover
751789413,10181582,2831221,2021-03-21,Chase
687208232,17977676,4569722,2028-06-20,MasterCard
686863189,10823279,4483979,2025-03-02,Discover
718929794,11254710,2713510,2029-11-04,Visa
629731007,19520937,2653161,2029-06-16,MasterCard
761504840,11180510,3823232,2026-08-20,Visa
792949676,13876407,7094927,2025-12-01,Chase
793021003,10410894,2321529,2026-03-24,American Express
760240613,18949850,3325618,2029-01-07,Visa
704609645,16594000,4312009,2025-08-28,Discover
617311430,13755141,2926211,2030-04-17,Visa
608140381,18114611,7401020,2030-09-22,American Express
703924836,18560832,4530428,2028-10-26,Chase
754241008,11298790,7789334,2020-09-09,Discover
777327814,17901762,7550969,2027-09-21,MasterCard
617219910,10065710,4463596,2021-07-18,American Express
665031240,19563454,4967677,2024-01-04,MasterCard
783483632,17476265,2408234,2028-10-04,Discover
711470738,11938228,5924194,2024-08-23,Chase
686991577,10635073,5139168,2023-10-24,Chase
684064798,13015550,5731399,2028-05-16,Discover
617456651,11203820,3007163,2021-06-03,Discover
628196616,19250693,4185628,2030-10-24,Chase
750452245,16824797,5238243,2028-02-05,Discover
609424818,12690475,6741153,2027-07-22,Discover
784664197,19101620,2380121,2030-02-15,Chase
782618060,10837130,6983983,2027-10-10,Visa
680374138,13294193,4712254,2028-03-08,American Express
733781655,19430546,5567065,2028-03-31,Discover
680979038,11876424,4898918,2025-02-01,Visa
751934182,16724206,6409166,2025-03-10,MasterCard
627156896,17746914,6732129,2026-10-30,Discover
754276271,13719201,4185486,2023-05-21,Chase
647857461,16872843,2197072,2022-02-18,American Express
711754720,11149884,7031945,2028-03-08,Visa
609482610,18326874,4151206,2022-01-10,Chase
723891153,18291573,6849452,2026-02-19,Visa
609236060,10825810,5427070,2028-09-02,Chase
643330364,16350818,5460511,2029-02-03,MasterCard
673210888,19020043,3126837,2023-11-23,American Express
609146940,11494924,4754558,2023-02-10,American Express
619541089,13577135,5917650,2020-05-17,Discover
681449489,17448509,2674620,2021-09-19,Discover
747250901,17640901,2153175,2027-08-10,Chase
654217199,15219026,4202063,2027-03-18,Visa
638522217,18757796,5513935,2026-03-02,Visa
787975639,17149757,5326222,2020-04-30,Visa
781381587,14246967,4761229,2025-01-11,Visa
670575454,14951004,6454622,2021-08-27,Discover
715188605,10463449,5650451,2030-07-22,Discover
673420935,14981940,5521851,2022-07-07,Discover
671763525,17275488,6727317,2024-04-14,American Express
702757542,11692520,5477605,2027-08-23,American Express
649892149,16598691,6939212,2021-07-15,MasterCard
634218165,11616414,6991521,2023-07-18,Chase
756176323,17370174,2777820,2020-03-24,Discover
692054321,13546714,4558322,2030-09-09,Chase
774561951,15493730,5285674,2025-08-07,Discover
706537930,13355876,2645810,2024-07-22,Chase
737665012,19781571,7375620,2028-12-25,MasterCard
771547666,16622923,2768845,2030-10-03,MasterCard
664512999,15025783,2251176,2029-04-11,Discover
603088611,14454080,4835873,2025-09-13,Visa
728997113,15315880,4865184,2026-06-02,MasterCard
603931887,12225759,6076981,2022-01-20,MasterCard
645738725,15624622,2988923,2027-05-01,Visa
641971766,11044865,7302387,2025-11-22,Chase
694518854,14426531,7443159,2022-03-23,Discover
723153938,12256380,2483782,2025-08-23,MasterCard
633383956,11171929,7812990,2030-03-12,Discover
633154684,14898087,5450834,2030-10-27,Chase
746925939,15712774,6334246,2020-10-14,Chase
708309646,13618618,6645226,2021-05-09,Chase
708453155,19359969,6020510,2029-09-28,Chase
665139257,17836232,6311328,2029-09-08,Visa
734938953,12154691,2951683,2024-01-01,American Express
740324174,17354205,2292228,2029-04-04,Discover
645541365,11448920,2728971,2023-02-16,MasterCard
607566454,15883139,6310375,2021-11-14,American Express
667088590,14404692,4297165,2024-11-25,American Express
743171921,15394175,4171643,2025-07-22,Discover
608544468,19558440,5309091,2029-08-05,Chase
774958783,19955521,7036694,2020-01-18,MasterCard
690273929,14257014,4795825,2026-03-05,Chase
723681743,12320018,7334534,2029-05-27,Chase
634752256,18267236,7706129,2027-05-31,Chase
619341098,17835323,3369415,2024-12-03,Discover
735272304,16913695,2808041,2021-05-29,Visa
688473905,19355492,5097125,2030-11-28,Chase
725349721,10666153,5160976,2020-04-18,American Express
748546629,12458625,6008673,2022-05-20,Chase
704711730,18492500,6692202,2027-01-01,MasterCard
640379152,19650305,6632844,2024-04-03,Chase
780569105,12580919,7477963,2022-06-12,Chase
625006200,13434227,5100383,2024-01-09,Visa
637969956,19296740,7298516,2028-08-27,Visa
612111785,19112908,2366683,2022-02-10,Visa
652864300,10663262,2123863,2028-01-23,Discover
716324141,15766730,3783750,2028-04-28,Chase
679933705,11040107,4496823,2030-07-09,MasterCard
764325156,11831129,6397433,2022-09-07,Visa
786980726,11685686,7881722,2027-10-03,American Express
643672311,10973060,4218075,2028-10-22,MasterCard
673950162,17545110,3664130,2021-08-31,MasterCard
727955036,17813975,5878445,2025-10-04,Visa
767278215,19422792,7899177,2030-05-21,Visa
670858237,10818259,2807750,2027-04-10,Chase
648412713,19949212,3657514,2027-07-24,Visa
627027366,14713895,6405977,2029-10-08,MasterCard
748238391,11329928,4996488,2027-07-23,Chase
714982829,11420073,3028808,2025-09-21,Visa
738903016,18870806,2158188,2027-12-02,Chase
798980513,12207102,5864246,2021-07-28,MasterCard
788179515,14260272,5738006,2022-07-26,Visa
771174494,14304146,6084645,2021-08-19,Discover
750086559,19814884,3589952,2028-11-09,Chase
718690768,12983989,7411370,2022-11-11,Chase
799766345,14833682,5871801,2020-02-26,Chase
625442932,12961413,4302571,2021-05-26,MasterCard
675926611,17830810,3879750,2028-10-30,Visa
642747933,12637298,2526744,2022-11-21,Discover
687186630,18800997,6849727,2029-11-28,Visa
665327266,15985556,3273584,2023-10-31,Chase
769849057,14168152,6610976,2023-07-08,American Express
782729736,17793492,2156819,2030-03-08,American Express
705280665,15658841,5501140,2030-03-20,American Express
685101850,10581533,2181742,2025-03-22,Discover
656380540,16845454,3428848,2024-07-31,MasterCard
726712639,15452563,7046591,2021-03-08,Discover
742059636,18016969,5943085,2024-05-06,Visa
698852058,14060866,3147152,2029-08-25,Discover
766587060,14716096,3633648,2022-08-17,Discover
708296255,15422686,5422991,2021-09-28,Chase
719542611,14592949,4908910,2024-05-18,Chase
605019510,19528467,2982660,2027-03-17,MasterCard
691455012,19444928,2063265,2023-03-24,Discover
665776384,16588647,6961252,2024-02-13,Chase
752381250,15280708,2235831,2021-05-13,American Express
640806847,14989623,5230989,2025-12-31,Discover
651741109,17737482,4227183,2022-03-28,Visa
690183039,11909760,3013488,2026-11-25,MasterCard
752141867,10842380,3997506,2021-10-19,MasterCard
753897581,19952162,4076224,2021-11-12,Visa
683003936,11065717,4835539,2021-10-28,Visa
691650501,10970735,4180031,2024-01-26,Chase
632800904,16883230,2441596,2022-11-20,Chase
679633999,14390132,5026661,2025-11-03,Chase
726464791,19040487,6290588,2025-02-06,MasterCard
720069379,11885704,5089567,2023-06-26,Chase
697860555,18877653,5590127,2021-09-09,American Express
775512650,13411850,3681890,2020-04-19,Discover
796036971,19764815,2686057,2027-12-22,Visa
784711114,12504703,6668804,2025-03-15,MasterCard
750256197,19686393,5653493,2026-10-28,MasterCard
671104622,13746959,4235523,2028-07-07,Chase
659796887,17755727,3794778,2030-01-08,Discover
714546173,13324739,2927271,2025-02-22,American Express
669348708,19933094,7249470,2028-10-18,Chase
732162605,16486474,7865762,2026-06-20,MasterCard
716398281,11100674,3670135,2024-03-18,American Express
656327254,10427190,5759137,2022-05-15,Chase
793148036,14707162,6182836,2030-08-07,MasterCard
751142547,14423459,2394974,2027-11-14,Visa
620879520,10735429,3610900,2021-03-07,American Express
774346708,19462538,4813142,2025-10-07,American Express
628176231,15271092,7487379,2027-05-19,Visa
639411471,12765599,5423372,2021-06-03,Chase
666562547,13942036,2751067,2027-06-15,Discover
666649050,15886851,3867940,2020-02-09,Visa
646394755,14219450,2927553,2028-10-27,Discover
697910298,15804893,7865570,2024-01-08,Chase
654260596,18663847,4476081,2028-08-14,American Express
655309687,12344623,5184597,2026-01-11,Chase
676042580,19439139,6083002,2022-09-18,Discover
626622159,12985716,5192121,2030-02-03,Discover
792503881,10441229,3948968,2030-08-19,MasterCard
774891418,11458003,6801180,2020-06-28,Chase
633831613,11072887,5242614,2027-06-23,American Express
617258826,15711229,5212101,2023-12-13,American Express
633470803,19008502,6651378,2022-10-27,Chase
722818566,17112647,3661802,2029-03-16,American Express
660358990,18347009,3197898,2024-09-14,Discover
768044609,17739375,3093052,2021-01-05,American Express
758358354,11141328,3835676,2025-10-19,American Express
682161904,14932159,6095123,2024-03-06,Chase
729254424,11727034,5403789,2020-04-30,Discover
643969503,12961904,4960271,2027-12-23,American Express
610487179,19576537,4657892,2021-03-09,Discover
796245603,10648761,6153749,2022-08-17,American Express
610734625,16498811,4517067,2020-07-01,Chase
717778520,16702595,7632506,2025-03-17,Discover
675317028,18453748,5763675,2020-06-15,Discover
781391598,13353565,7632429,2029-12-02,Discover
652653745,15165164,6016162,2027-06-18,Chase
652577273,19232816,3780807,2025-11-03,Chase
783615828,10912366,3360085,2029-06-12,Discover
768202933,13415372,5642607,2025-12-09,Discover
775274666,13499874,4055163,2026-09-11,Visa
781131459,16529731,2133120,2020-03-28,American Express
629849815,14145838,4940052,2023-04-01,MasterCard
747743564,12019701,4153677,2029-07-25,American Express
737111712,15759967,6426883,2029-05-25,American Express
633830296,13097417,5955160,2028-12-17,American Express
613342141,14780661,7706020,2027-04-29,Chase
713078614,13693884,3283334,2022-10-10,MasterCard
784907275,19549819,3222595,2028-09-13,Discover
625124044,17356548,2116008,2029-02-12,MasterCard
726023794,12320673,6732173,2030-09-11,Visa
665398680,16729865,7881338,2020-03-27,Chase
760872071,11512365,3864731,2028-08-08,MasterCard
775790060,17403383,7607358,2021-05-31,MasterCard
626000658,19069672,3007305,2030-06-04,Discover
687088453,13472772,3801532,2030-07-08,MasterCard
778635038,13919288,5619346,2026-05-17,American Express
685554981,16535869,7778404,2025-07-04,Discover
707392755,13507470,5162731,2029-03-05,Discover
613044280,19757944,6962960,2027-04-04,Visa
603141611,17004257,5638773,2021-01-15,Discover
760545114,12755749,7919306,2020-04-24,American Express
746236814,18431516,2113586,2022-11-29,MasterCard
654804265,10195639,6158879,2025-08-10,MasterCard
618868654,17757039,4004125,2026-03-21,MasterCard
603027098,10717068,7798951,2027-12-10,Discover
717832264,10874227,6390533,2022-10-24,MasterCard
622151747,10614875,5053289,2030-01-25,Visa
742222111,11504685,6418468,2020-02-07,American Express
724948383,15665366,4548680,2027-01-10,MasterCard
696920419,13927634,5637610,2023-06-29,Discover
772411797,17183586,4442034,2026-12-07,American Express
747060637,19653865,2181045,2025-08-26,American Express
617947064,16124705,3258637,2022-06-07,MasterCard
690197892,10648358,3043246,2027-12-01,American Express
770174514,16033025,3017865,2027-10-04,Visa
744636289,19620128,4912948,2024-03-18,MasterCard
778853079,15905247,3489795,2028-05-18,Discover
676045638,18594737,5473194,2030-01-20,Discover
632065067,16615757,2759372,2026-04-18,MasterCard
738158629,19385999,7529082,2029-09-09,Visa
704999122,10505391,2657619,2022-09-23,American Express
665250438,18845576,4685407,2028-04-09,Chase
625916685,14030880,5983496,2026-08-05,Chase
610463873,13313915,4583142,2024-09-11,Visa
723477531,18086507,3262872,2030-11-11,Chase
621529398,11348113,3571295,2020-07-24,American Express
665511896,13112592,4297936,2026-06-07,American Express
674056308,12007225,3507238,2028-09-19,Visa
674495423,11653278,2283979,2026-11-07,Visa
694724745,10856368,3641403,2020-12-21,American Express
660778175,18156887,6784104,2020-08-01,Discover
694723225,10938810,7740856,2022-01-16,Discover
637003996,17024861,2419815,2021-08-24,Discover
706083154,14911404,7778305,2028-08-18,Discover
748445132,15718153,5866972,2025-01-12,Discover
775696393,12141859,3982693,2020-10-16,Chase
657654818,17519194,6429387,2028-02-22,Visa
629571004,11264493,3656872,2027-06-01,Visa
610462165,14458806,5099860,2029-01-24,Chase
776708381,13881687,4430919,2026-08-21,Chase
675790981,18580415,7488850,2027-03-12,MasterCard
664345551,15369564,4591915,2024-02-09,Visa
726756657,17717275,4094566,2023-07-23,American Express
678069236,10395123,6289254,2024-04-05,American Express
716145875,12950948,7746809,2026-03-26,MasterCard
648839780,17547020,6798224,2025-02-18,MasterCard
670112137,10968066,4948143,2024-12-18,American Express
