account_id,customer_id,balance,currency_code,acc_opening_date
158,203393,901805960.9,$,2016-04-26 23:13:26.632881
159,23820,1444883491.26,$,2016-12-04 23:13:26.632881
160,296601,1403229582.38,$,2022-03-17 23:13:26.632881
161,834702,1602821013.36,$,2017-04-22 23:13:26.632881
162,256627,488499464.48,$,2023-01-30 23:13:26.632881
163,793841,823670150.25,$,2017-08-18 23:13:26.632881
164,241766,1960758864.19,$,2018-01-23 23:13:26.632881
165,320217,1694147323.41,$,2016-04-15 23:13:26.632881
166,108887,207379609.23,$,2019-05-18 23:13:26.632881
167,900038,619533472.36,$,2023-01-06 23:13:26.632881
168,308825,446301769.52,$,2022-08-28 23:13:26.632881
169,349573,1607804939.57,$,2016-12-09 23:13:26.632881
170,710005,449360255.66,$,2016-10-20 23:13:26.632881
171,807428,1172753038.68,$,2020-05-23 23:13:26.632881
172,1007389,899675206.63,$,2022-06-21 23:13:26.632881
173,931138,1343620094.77,$,2017-10-03 23:13:26.632881
174,525485,1075598987.21,$,2021-05-25 23:13:26.632881
175,683770,664289497.62,$,2020-12-18 23:13:26.632881
176,77718,308050217.83,$,2020-05-08 23:13:26.632881
177,221825,1059190319.14,$,2019-11-26 23:13:26.632881
178,239372,1527074134.66,$,2021-02-18 23:13:26.632881
179,822783,1166082947.55,$,2015-09-28 23:13:26.632881
180,386475,1403856969.67,$,2017-02-18 23:13:26.632881
181,259475,218920032.66,$,2018-06-22 23:13:26.632881
182,77436,169567833.55,$,2019-12-09 23:13:26.632881
183,725685,1180125173.01,$,2017-11-03 23:13:26.632881
184,401676,612674330.84,$,2015-12-06 23:13:26.632881
185,750982,503939508.8,$,2018-02-08 23:13:26.632881
186,430934,771190765.86,$,2023-05-22 23:13:26.632881
187,573702,386946888.64,$,2019-12-08 23:13:26.632881
188,275709,1793215783.3,$,2015-09-17 23:13:26.632881
189,138664,1057660393.8,$,2020-06-28 23:13:26.632881
190,202627,930009554.67,$,2015-03-20 23:13:26.632881
191,881616,708586216.92,$,2016-09-18 23:13:26.632881
192,428072,1959581883.18,$,2016-01-01 23:13:26.632881
193,964185,1198872793.06,$,2018-05-28 23:13:26.632881
194,485253,1408690493.55,$,2020-03-24 23:13:26.632881
195,10806,587865108.74,$,2017-10-19 23:13:26.632881
196,327950,380302952.13,$,2016-11-27 23:13:26.632881
197,713615,97493959.55,$,2022-11-15 23:13:26.632881
198,974896,319502597.8,$,2019-09-07 23:13:26.632881
199,143759,1362587130.81,$,2022-07-02 23:13:26.632881
200,509243,940421171.59,$,2020-02-21 23:13:26.632881
201,361412,792810409.96,$,2018-09-26 23:13:26.632881
202,164404,1428608474.78,$,2021-05-19 23:13:26.632881
203,773821,1091568546.76,$,2016-05-22 23:13:26.632881
204,740918,1263410066.02,$,2019-02-20 23:13:26.632881
205,13506,113271843.09,$,2023-04-25 23:13:26.632881
206,174058,746998058.77,$,2022-06-28 23:13:26.632881
207,68096,154397220.96,$,2018-12-25 23:13:26.632881
208,1007092,934575522.94,$,2015-10-14 23:13:26.632881
209,790247,250687836.73,$,2022-01-01 23:13:26.632881
210,724184,201577895.26,$,2020-05-18 23:13:26.632881
211,646916,897606697.28,$,2020-03-13 23:13:26.632881
212,768730,974549971.94,$,2017-08-01 23:13:26.632881
213,49315,1845524678.55,$,2018-06-27 23:13:26.632881
214,963994,241356276.59,$,2015-08-24 23:13:26.632881
215,128426,435379582.71,$,2021-12-21 23:13:26.632881
216,587693,729928561.62,$,2015-12-10 23:13:26.632881
217,444749,1732294076.68,$,2015-10-26 23:13:26.632881
218,237845,891200970.33,$,2019-09-17 23:13:26.632881
219,574747,718197114.96,$,2018-11-13 23:13:26.632881
220,979633,741340115.09,$,2017-09-11 23:13:26.632881
221,192089,747383032.51,$,2020-10-10 23:13:26.632881
222,270106,798093063.69,$,2018-08-24 23:13:26.632881
223,447052,301085376.17,$,2017-02-25 23:13:26.632881
224,219663,1171286153.98,$,2015-09-07 23:13:26.632881
225,960517,1840919167.0,$,2022-05-21 23:13:26.632881
226,167613,1104997883.56,$,2017-04-05 23:13:26.632881
227,46889,1555481423.47,$,2016-10-27 23:13:26.632881
228,178732,1588200330.77,$,2021-06-26 23:13:26.632881
229,642229,1751489586.37,$,2022-10-31 23:13:26.632881
230,469886,1342336554.42,$,2019-12-10 23:13:26.632881
231,171856,1743944217.94,$,2019-06-28 23:13:26.632881
232,60510,1751245185.69,$,2016-10-24 23:13:26.632881
233,627840,1394814958.89,$,2021-05-15 23:13:26.632881
234,599891,261052559.47,$,2015-05-24 23:13:26.632881
235,319798,566733242.1,$,2018-03-29 23:13:26.632881
236,78955,44198756.92,$,2022-09-28 23:13:26.632881
237,181156,1670375389.9,$,2023-01-26 23:13:26.632881
238,713525,568672983.91,$,2020-01-28 23:13:26.632881
239,543400,1871474549.46,$,2019-08-30 23:13:26.632881
240,668611,1801955984.17,$,2018-08-18 23:13:26.632881
241,260564,355293688.52,$,2023-04-11 23:13:26.632881
242,111934,912201074.06,$,2022-06-27 23:13:26.632881
243,284856,15839802.17,$,2017-02-20 23:13:26.632881
244,188610,1986477546.99,$,2018-12-22 23:13:26.632881
245,524905,1900080674.16,$,2015-07-28 23:13:26.632881
246,908817,768979899.3,$,2018-11-15 23:13:26.632881
247,267708,951270695.5,$,2022-10-20 23:13:26.632881
248,103190,53735002.15,$,2020-04-27 23:13:26.632881
249,930211,1512748498.6,$,2023-03-07 23:13:26.632881
250,749190,336755298.16,$,2016-12-14 23:13:26.632881
251,564250,106296996.79,$,2019-05-16 23:13:26.632881
252,426654,825836531.18,$,2020-08-26 23:13:26.632881
253,467895,1973038514.09,$,2022-12-14 23:13:26.632881
254,23917,673649867.05,$,2018-06-12 23:13:26.632881
255,817298,516934663.96,$,2018-02-01 23:13:26.632881
256,164946,669732349.84,$,2018-05-08 23:13:26.632881
257,977590,1628148957.6,$,2018-03-28 23:13:26.632881
258,995689,1736307920.43,$,2015-03-31 23:13:26.632881
259,90292,756351716.47,$,2017-07-01 23:13:26.632881
260,301990,1373115366.16,$,2017-05-07 23:13:26.632881
261,58405,1836554006.5,$,2016-12-30 23:13:26.632881
262,655992,1374544447.89,$,2021-05-07 23:13:26.632881
263,850663,1796336545.87,$,2022-02-21 23:13:26.632881
264,649850,1692880704.09,$,2020-03-30 23:13:26.632881
265,806716,1914930647.78,$,2022-02-26 23:13:26.632881
266,966455,1613954699.02,$,2021-06-18 23:13:26.632881
267,120954,629398963.79,$,2017-06-13 23:13:26.632881
268,968890,180872384.01,$,2020-10-25 23:13:26.632881
269,187281,401282272.75,$,2020-12-21 23:13:26.632881
270,844720,1002879023.57,$,2017-07-21 23:13:26.632881
271,688055,1639197756.14,$,2018-05-06 23:13:26.632881
272,320187,1155249399.48,$,2015-10-29 23:13:26.632881
273,35637,1262137109.62,$,2016-06-11 23:13:26.632881
274,852239,1290340975.78,$,2017-12-03 23:13:26.632881
275,868753,1933840485.82,$,2020-01-31 23:13:26.632881
276,644236,1298692627.12,$,2022-03-12 23:13:26.632881
277,123433,1869040285.02,$,2019-08-31 23:13:26.632881
278,207968,739996189.9,$,2017-01-09 23:13:26.632881
279,907667,266535651.84,$,2017-06-07 23:13:26.632881
280,775180,125323916.01,$,2018-03-05 23:13:26.632881
281,164288,752096693.24,$,2020-03-21 23:13:26.632881
282,882985,1103642487.56,$,2020-04-09 23:13:26.632881
283,901951,551889351.24,$,2023-03-15 23:13:26.632881
284,642848,278052753.64,$,2015-11-29 23:13:26.632881
285,290116,1869510399.61,$,2021-02-26 23:13:26.632881
286,845707,720130552.24,$,2018-07-23 23:13:26.632881
287,613846,769818666.65,$,2015-08-19 23:13:26.632881
288,600720,1103094111.26,$,2015-08-24 23:13:26.632881
289,526821,994697081.6,$,2015-11-03 23:13:26.632881
290,947052,1811642221.25,$,2015-09-28 23:13:26.632881
291,181460,957149012.82,$,2017-10-09 23:13:26.632881
292,325064,842743367.18,$,2021-11-17 23:13:26.632881
293,818939,1262340688.24,$,2023-01-07 23:13:26.632881
294,775403,1040113102.15,$,2016-10-20 23:13:26.632881
295,328814,509678929.5,$,2019-12-08 23:13:26.632881
296,67847,1708018967.64,$,2019-12-11 23:13:26.632881
297,202662,715230498.69,$,2020-07-11 23:13:26.632881
298,1001957,875430328.27,$,2022-12-16 23:13:26.632881
299,911653,977866390.39,$,2015-10-03 23:13:26.632881
300,602062,1416133970.11,$,2021-10-15 23:13:26.632881
301,664231,11954734.88,$,2020-11-09 23:13:26.632881
302,431394,392745763.57,$,2021-05-18 23:13:26.632881
303,877529,1199655878.82,$,2016-01-19 23:13:26.632881
304,808878,255918074.35,$,2021-04-06 23:13:26.632881
305,528300,456433183.87,$,2015-04-06 23:13:26.632881
306,988868,508878787.9,$,2021-08-29 23:13:26.632881
307,923118,1340869144.27,$,2017-02-11 23:13:26.632881
308,396646,1748415151.87,$,2021-09-15 23:13:26.632881
309,403836,1339346351.3,$,2015-04-01 23:13:26.632881
310,219674,1589293446.87,$,2021-11-10 23:13:26.632881
311,10326,1862439739.18,$,2016-09-25 23:13:26.632881
312,783661,917613554.33,$,2019-10-15 23:13:26.632881
313,103319,477517812.47,$,2018-06-18 23:13:26.632881
314,98509,104318117.35,$,2020-02-06 23:13:26.632881
315,894829,673642644.44,$,2022-07-24 23:13:26.632881
316,980796,590453534.06,$,2015-10-11 23:13:26.632881
317,845414,98704601.54,$,2016-12-03 23:13:26.632881
318,222184,256774288.54,$,2022-02-01 23:13:26.632881
319,641505,72263818.36,$,2022-04-10 23:13:26.632881
320,170264,90574557.68,$,2021-05-17 23:13:26.632881
321,899968,985170001.3,$,2019-08-29 23:13:26.632881
322,705667,1972510663.88,$,2017-06-07 23:13:26.632881
323,515494,1352911225.88,$,2019-08-23 23:13:26.632881
324,272637,1527002334.63,$,2018-02-25 23:13:26.632881
325,787683,512039907.73,$,2017-06-20 23:13:26.632881
326,298628,1197920788.95,$,2017-01-14 23:13:26.632881
327,771298,1903848878.28,$,2015-07-08 23:13:26.632881
328,404262,1354581486.7,$,2015-10-30 23:13:26.632881
329,223738,1780903475.12,$,2020-06-29 23:13:26.632881
330,962118,1937410859.39,$,2021-03-27 23:13:26.632881
331,738786,868275574.12,$,2019-09-10 23:13:26.632881
332,503411,913100654.31,$,2017-12-01 23:13:26.632881
333,533409,1915440411.75,$,2016-10-28 23:13:26.632881
334,282656,1500834930.46,$,2023-03-08 23:13:26.632881
335,203266,1504340522.27,$,2021-06-26 23:13:26.632881
336,867381,520557110.7,$,2023-05-31 23:13:26.632881
337,671711,1379628661.59,$,2021-05-24 23:13:26.632881
338,363896,102885353.68,$,2022-07-23 23:13:26.632881
339,893001,1555337721.86,$,2016-10-23 23:13:26.632881
340,550728,70620093.95,$,2022-06-28 23:13:26.632881
341,643249,849168431.52,$,2020-08-25 23:13:26.632881
342,822420,47311415.08,$,2019-05-03 23:13:26.632881
343,804875,698805960.81,$,2023-05-20 23:13:26.632881
344,774689,398109122.21,$,2022-01-14 23:13:26.632881
345,873822,1821510905.2,$,2019-06-22 23:13:26.632881
346,593449,518650919.66,$,2022-12-21 23:13:26.632881
347,351102,567883202.16,$,2017-07-27 23:13:26.632881
348,885243,1099381815.22,$,2019-05-25 23:13:26.632881
349,273031,287546555.1,$,2020-11-21 23:13:26.632881
350,688386,1909437417.41,$,2015-04-22 23:13:26.632881
351,639433,1394253537.51,$,2023-02-18 23:13:26.632881
352,783466,154888847.65,$,2022-09-26 23:13:26.632881
353,95488,1764193029.88,$,2018-01-04 23:13:26.632881
354,852203,1151993264.22,$,2022-10-02 23:13:26.632881
355,838571,1848503404.36,$,2020-05-22 23:13:26.632881
356,226158,1981169276.27,$,2023-04-11 23:13:26.632881
357,234509,1105450269.95,$,2021-04-18 23:13:26.632881
358,658275,295641901.09,$,2016-05-17 23:13:26.632881
359,170526,1388046386.1,$,2022-10-21 23:13:26.632881
360,155080,747276649.15,$,2020-05-02 23:13:26.632881
361,709318,663942466.76,$,2019-06-05 23:13:26.632881
362,978101,1461027060.55,$,2019-11-19 23:13:26.632881
363,449847,103956365.42,$,2015-06-08 23:13:26.632881
364,637958,763873827.05,$,2018-08-10 23:13:26.632881
365,156881,1813122651.1,$,2022-09-09 23:13:26.632881
366,773328,293709114.59,$,2019-05-17 23:13:26.632881
367,976883,1216635621.85,$,2016-04-01 23:13:26.632881
368,639461,1306066756.16,$,2020-09-29 23:13:26.632881
369,102013,240028969.97,$,2017-12-25 23:13:26.632881
370,748258,763620364.25,$,2021-04-28 23:13:26.632881
371,890097,598366225.62,$,2019-07-26 23:13:26.632881
372,777733,920668250.18,$,2019-08-29 23:13:26.632881
373,239477,477112298.17,$,2019-01-17 23:13:26.632881
374,147410,655470729.08,$,2016-10-12 23:13:26.632881
375,93336,799050343.02,$,2022-08-31 23:13:26.632881
376,894433,695477908.92,$,2021-06-23 23:13:26.632881
377,641427,1801861685.78,$,2016-06-08 23:13:26.632881
378,763382,1595012853.39,$,2018-06-11 23:13:26.632881
379,878451,1354422994.05,$,2016-08-18 23:13:26.632881
380,417251,1894115966.68,$,2019-03-26 23:13:26.632881
381,229709,203509570.06,$,2015-12-05 23:13:26.632881
382,667499,465847883.64,$,2020-04-26 23:13:26.632881
383,998642,1172691258.23,$,2022-08-14 23:13:26.632881
384,375919,1751240707.44,$,2017-03-15 23:13:26.632881
385,553677,1300964207.78,$,2020-08-13 23:13:26.632881
386,346690,1413326810.47,$,2016-02-26 23:13:26.632881
387,395509,192277355.97,$,2015-10-05 23:13:26.632881
388,189016,403296064.89,$,2018-05-19 23:13:26.632881
389,148495,1926343765.71,$,2021-02-04 23:13:26.632881
390,324338,1793296738.35,$,2021-03-19 23:13:26.632881
391,268179,1178128210.36,$,2019-09-18 23:13:26.632881
392,90628,1276594637.09,$,2016-09-18 23:13:26.632881
393,30732,664467992.74,$,2021-01-12 23:13:26.632881
394,728414,152532690.27,$,2020-09-18 23:13:26.632881
395,407745,896990497.02,$,2021-05-05 23:13:26.632881
396,154355,1925591356.94,$,2015-12-26 23:13:26.632881
397,275991,1637969121.84,$,2019-03-21 23:13:26.632881
398,913691,1519705806.66,$,2020-11-09 23:13:26.632881
399,539861,1498657305.32,$,2019-02-06 23:13:26.632881
400,922648,841735721.7,$,2022-11-24 23:13:26.632881
401,340341,1643789310.97,$,2016-03-25 23:13:26.632881
402,607610,1698680787.46,$,2022-03-29 23:13:26.632881
403,638674,1746698591.29,$,2022-03-18 23:13:26.632881
404,719544,540038320.17,$,2020-10-01 23:13:26.632881
405,941425,1934315606.57,$,2016-07-24 23:13:26.632881
406,631799,343961523.1,$,2016-10-01 23:13:26.632881
407,280751,826057620.8,$,2020-11-13 23:13:26.632881
408,747778,1857828879.49,$,2020-06-14 23:13:26.632881
409,673162,669119557.24,$,2020-02-23 23:13:26.632881
410,888933,188706583.16,$,2022-07-15 23:13:26.632881
411,158145,1019704691.97,$,2018-08-19 23:13:26.632881
412,689532,1594064211.32,$,2020-01-15 23:13:26.632881
413,408762,823154383.48,$,2023-04-08 23:13:26.632881
414,853401,1559921794.79,$,2022-03-06 23:13:26.632881
415,91205,259118318.29,$,2022-01-16 23:13:26.632881
416,730198,1793025050.26,$,2020-03-02 23:13:26.632881
417,776131,1406188571.49,$,2015-05-15 23:13:26.632881
418,798155,1291299934.12,$,2022-12-10 23:13:26.632881
419,478577,935721763.74,$,2015-09-01 23:13:26.632881
420,881178,1588481959.1,$,2017-01-31 23:13:26.632881
421,143894,748371284.08,$,2015-09-18 23:13:26.632881
422,129094,1619684181.7,$,2019-06-29 23:13:26.632881
423,869755,53486255.45,$,2019-10-23 23:13:26.632881
424,52607,679720701.92,$,2017-11-16 23:13:26.632881
425,265191,61463570.73,$,2022-08-12 23:13:26.632881
426,861090,429114406.2,$,2016-10-17 23:13:26.632881
427,880799,792677875.58,$,2015-10-17 23:13:26.632881
428,577984,26897320.89,$,2022-03-23 23:13:26.632881
429,375478,133418375.15,$,2016-02-26 23:13:26.632881
430,1003696,219923206.57,$,2019-02-23 23:13:26.632881
431,232812,838666560.74,$,2020-12-06 23:13:26.632881
432,123775,299401861.79,$,2016-01-24 23:13:26.632881
433,406121,565685885.52,$,2021-12-17 23:13:26.632881
434,845124,647599986.38,$,2021-09-05 23:13:26.632881
435,709446,245371415.82,$,2020-10-26 23:13:26.632881
436,387163,1654283607.49,$,2016-12-09 23:13:26.632881
437,974367,1736416843.97,$,2021-06-14 23:13:26.632881
438,332479,1813345876.08,$,2022-09-28 23:13:26.632881
439,840513,1892034769.16,$,2017-12-02 23:13:26.632881
440,432214,1214090216.24,$,2017-12-24 23:13:26.632881
441,594878,932658406.5,$,2017-08-03 23:13:26.632881
442,336915,997701555.22,$,2017-04-16 23:13:26.632881
443,492889,1501753654.61,$,2021-03-28 23:13:26.632881
444,603028,746070144.63,$,2019-08-27 23:13:26.632881
445,369196,535835613.37,$,2015-07-23 23:13:26.632881
446,709545,273338364.96,$,2016-09-21 23:13:26.632881
447,462384,1438934180.16,$,2021-07-07 23:13:26.632881
448,915757,807495664.19,$,2017-10-29 23:13:26.632881
449,750645,92666404.97,$,2022-06-11 23:13:26.632881
450,412440,1316385813.49,$,2020-11-07 23:13:26.632881
451,318366,765399046.83,$,2023-01-20 23:13:26.632881
452,58427,688826839.22,$,2023-01-09 23:13:26.632881
453,273640,37001109.0,$,2016-06-17 23:13:26.632881
454,319586,871277656.78,$,2017-11-15 23:13:26.632881
455,98490,597366160.66,$,2023-02-23 23:13:26.632881
456,210280,1472201125.47,$,2019-02-03 23:13:26.632881
457,974731,182408698.13,$,2019-11-18 23:13:26.632881
458,851272,1256763162.41,$,2019-12-30 23:13:26.632881
459,565167,1217735614.38,$,2022-03-30 23:13:26.632881
460,471642,715361436.2,$,2020-03-17 23:13:26.632881
461,276924,441820087.91,$,2022-10-07 23:13:26.632881
462,262093,1052731544.46,$,2018-09-22 23:13:26.632881
463,585642,147442469.23,$,2019-03-27 23:13:26.632881
464,320906,49039817.19,$,2022-09-23 23:13:26.632881
465,55789,538201960.1,$,2021-05-09 23:13:26.632881
466,863396,552979338.62,$,2021-10-08 23:13:26.632881
467,307923,715894076.95,$,2015-05-15 23:13:26.632881
468,268500,1386418406.48,$,2020-06-25 23:13:26.632881
469,712801,520633135.0,$,2020-10-07 23:13:26.632881
470,602407,1860569047.51,$,2020-12-03 23:13:26.632881
471,77993,1029911572.39,$,2022-09-27 23:13:26.632881
472,499530,442554908.81,$,2018-10-05 23:13:26.632881
473,782313,377978885.69,$,2018-05-23 23:13:26.632881
474,632059,705237884.52,$,2020-06-26 23:13:26.632881
475,992123,1733389691.4,$,2020-09-01 23:13:26.632881
476,373946,1806921020.69,$,2016-04-22 23:13:26.632881
477,267549,1297388492.0,$,2022-06-26 23:13:26.632881
478,834167,1178605469.49,$,2020-06-07 23:13:26.632881
479,868363,1403781369.61,$,2021-12-26 23:13:26.632881
480,315484,1895534871.35,$,2019-09-27 23:13:26.632881
481,870743,1217047238.31,$,2020-10-02 23:13:26.632881
482,792172,1474472776.76,$,2017-06-18 23:13:26.632881
483,81527,1120484552.84,$,2020-03-16 23:13:26.632881
484,54656,1004958942.61,$,2021-09-17 23:13:26.632881
485,872679,425353895.5,$,2016-12-24 23:13:26.632881
486,594786,1145226897.98,$,2019-06-04 23:13:26.632881
487,393943,1083345642.56,$,2020-12-06 23:13:26.632881
488,476189,1125827323.86,$,2021-09-13 23:13:26.632881
489,790747,1587829843.37,$,2022-11-08 23:13:26.632881
490,83323,792841502.49,$,2022-11-25 23:13:26.632881
491,1004068,1634247656.18,$,2020-10-23 23:13:26.632881
492,521809,1413107609.9,$,2021-01-31 23:13:26.632881
493,561575,523835961.71,$,2016-12-30 23:13:26.632881
494,143008,1311497778.05,$,2019-03-26 23:13:26.632881
495,284116,1163250413.41,$,2018-11-16 23:13:26.632881
496,619534,1425664118.21,$,2022-01-26 23:13:26.632881
497,902406,1650971330.77,$,2016-12-29 23:13:26.632881
498,340202,104130289.11,$,2020-06-19 23:13:26.632881
499,682671,1330758058.78,$,2017-03-26 23:13:26.632881
500,89416,1871435148.08,$,2021-10-31 23:13:26.632881
501,442629,69659862.53,$,2019-05-16 23:13:26.632881
502,509590,153561022.09,$,2017-06-14 23:13:26.632881
503,100999,1415950314.88,$,2018-03-06 23:13:26.632881
504,608256,1904238452.56,$,2016-12-02 23:13:26.632881
505,950227,1818108961.62,$,2018-04-10 23:13:26.632881
506,454123,90516508.38,$,2016-08-28 23:13:26.632881
507,650871,436719346.13,$,2021-08-05 23:13:26.632881
508,309195,1337129488.86,$,2016-10-24 23:13:26.632881
509,613863,246527644.69,$,2018-12-07 23:13:26.632881
510,146095,1484626394.0,$,2017-11-09 23:13:26.632881
511,426532,1246752295.29,$,2015-09-13 23:13:26.632881
512,712217,279851397.21,$,2017-12-27 23:13:26.632881
513,886981,858960380.62,$,2021-08-20 23:13:26.632881
514,762927,376972044.06,$,2018-10-23 23:13:26.632881
515,281193,1658834481.73,$,2016-12-29 23:13:26.632881
516,235046,92100507.36,$,2023-01-04 23:13:26.632881
517,670707,1165412690.33,$,2019-05-14 23:13:26.632881
518,421720,53044893.46,$,2017-12-06 23:13:26.632881
519,539257,1059610532.05,$,2020-04-08 23:13:26.632881
520,361917,1895271285.97,$,2017-07-28 23:13:26.632881
521,722127,302363236.5,$,2018-02-04 23:13:26.632881
522,389507,1703033827.87,$,2016-07-26 23:13:26.632881
523,534416,1551256452.73,$,2021-06-09 23:13:26.632881
524,103283,513743018.91,$,2019-10-16 23:13:26.632881
525,945134,971908362.17,$,2018-02-03 23:13:26.632881
526,347382,207838430.5,$,2021-02-14 23:13:26.632881
527,523364,1358830005.12,$,2018-12-23 23:13:26.632881
528,167884,1130554898.19,$,2019-08-03 23:13:26.632881
529,137284,1363513484.21,$,2016-07-17 23:13:26.632881
530,999236,1179669351.72,$,2015-04-08 23:13:26.632881
531,230502,1011208166.66,$,2019-03-20 23:13:26.632881
532,791150,1104375985.22,$,2023-05-21 23:13:26.632881
533,820840,405553016.38,$,2017-06-20 23:13:26.632881
534,766531,1658275124.46,$,2019-12-09 23:13:26.632881
535,676435,210445305.18,$,2019-10-25 23:13:26.632881
536,565142,1641063710.03,$,2021-01-12 23:13:26.632881
537,410845,1128316953.87,$,2020-05-10 23:13:26.632881
538,63015,1392753548.74,$,2018-07-05 23:13:26.632881
539,593755,1741476392.17,$,2019-05-12 23:13:26.632881
540,446542,1736969888.24,$,2017-07-12 23:13:26.632881
541,94698,1707273469.24,$,2017-01-28 23:13:26.632881
542,56554,719637620.14,$,2015-10-25 23:13:26.632881
543,949252,1423067696.5,$,2018-11-28 23:13:26.632881
544,35613,1568186709.1,$,2016-07-14 23:13:26.632881
545,997102,1833610208.86,$,2018-09-03 23:13:26.632881
546,910765,848435166.01,$,2018-01-15 23:13:26.632881
547,545748,1560850999.29,$,2022-05-12 23:13:26.632881
548,214615,1273008764.56,$,2016-05-09 23:13:26.632881
549,994317,1632307752.06,$,2020-11-07 23:13:26.632881
550,918624,1961408345.65,$,2019-01-16 23:13:26.632881
551,24625,1003893963.71,$,2018-11-03 23:13:26.632881
552,566120,689088809.37,$,2015-08-04 23:13:26.632881
553,503191,1473313289.51,$,2015-10-19 23:13:26.632881
554,287450,1578565983.61,$,2020-12-20 23:13:26.632881
555,958480,1101685620.39,$,2023-04-14 23:13:26.632881
556,172462,973017796.01,$,2015-05-23 23:13:26.632881
557,941482,1566437677.19,$,2022-07-25 23:13:26.632881
558,74985,862327918.8,$,2019-06-16 23:13:26.632881
559,452872,1527244968.19,$,2020-04-28 23:13:26.632881
560,511824,888213711.8,$,2022-02-18 23:13:26.632881
561,657139,1516038022.25,$,2020-06-25 23:13:26.632881
562,166665,241592424.09,$,2016-01-10 23:13:26.632881
563,668112,955775781.08,$,2020-09-20 23:13:26.632881
564,970826,770339943.77,$,2022-05-10 23:13:26.632881
565,221353,13761785.09,$,2018-04-01 23:13:26.632881
566,963733,1213299225.84,$,2017-08-12 23:13:26.632881
567,341908,1007832483.58,$,2022-07-23 23:13:26.632881
568,344256,1657623166.08,$,2022-07-23 23:13:26.632881
569,740412,1705449892.94,$,2021-07-31 23:13:26.632881
570,326719,358733202.09,$,2016-01-20 23:13:26.632881
571,82361,875098931.0,$,2022-02-06 23:13:26.632881
