ledger_id,transaction_id,account_id,ledger_type,amount,entry_date
6935932,896-DEU-16139,308603,Equity,1201.96,2022-05-19 23:14:48.124351
6708589,122-ECI-482313,996659,Income,580.06,2018-09-28 23:14:48.124351
6620256,665-GKN-656556,969722,Income,1218.22,2022-06-19 23:14:48.124351
5579502,532-IBM-586670,913476,Liability,1497.44,2021-09-12 23:14:48.124351
6199386,565-WJI-865103,14437,Asset,1024.93,2023-02-24 23:14:48.124351
7418776,788-LJA-780260,873837,Asset,1202.41,2021-06-05 23:14:48.124351
7778448,724-BGP-613742,665069,Asset,179.81,2020-05-13 23:14:48.124351
5640721,475-DFO-27579,995621,Expense,433.83,2022-12-24 23:14:48.124351
6344680,826-KDJ-977760,882865,Expense,1450.8,2022-01-17 23:14:48.124351
7278168,810-RHP-41049,948841,Asset,512.07,2019-06-24 23:14:48.124351
7508103,976-RRK-815403,502560,Asset,1461.29,2018-11-15 23:14:48.124351
6787229,183-YII-435264,78023,Asset,1355.12,2020-12-05 23:14:48.124351
7884432,290-LLR-909990,514293,Expense,268.49,2020-04-03 23:14:48.124351
5604818,902-OFD-341048,294259,Income,1158.12,2022-04-02 23:14:48.124351
8061788,681-TAT-141140,598446,Income,648.61,2018-09-07 23:14:48.124351
7696798,112-VRS-593853,727217,Expense,335.51,2023-08-23 23:14:48.124351
8037845,755-GPK-588024,539913,Expense,261.0,2021-03-05 23:14:48.124351
7919342,279-SUU-662427,687881,Income,432.17,2023-04-06 23:14:48.124351
7110128,844-FFO-128517,554445,Asset,152.26,2020-12-20 23:14:48.124351
7869570,311-FSV-117420,616107,Income,325.99,2021-10-07 23:14:48.124351
7510811,791-IUF-717747,994136,Asset,670.87,2020-10-19 23:14:48.124351
7968159,038-KTH-221803,506009,Equity,1307.2,2019-03-20 23:14:48.124351
6742337,694-YJU-87159,294853,Expense,499.92,2022-01-20 23:14:48.124351
8061180,083-TDW-97337,476014,Income,825.24,2020-05-07 23:14:48.124351
6990023,562-EBY-358462,798494,Equity,1133.03,2018-11-17 23:14:48.124351
5567931,732-RCH-776447,125179,Expense,940.82,2023-12-08 23:14:48.124351
7113241,023-JSB-83224,638090,Expense,308.68,2018-09-06 23:14:48.124351
5642330,186-MCK-137962,933136,Income,327.18,2020-03-01 23:14:48.124351
6500582,096-XUJ-525036,471533,Asset,611.63,2020-08-28 23:14:48.124351
6044432,754-IUC-474125,688301,Equity,1014.97,2020-07-20 23:14:48.124351
7344614,082-PLQ-6307,477141,Income,677.0,2020-01-24 23:14:48.124351
7612167,098-VMJ-652357,320531,Income,164.5,2020-08-27 23:14:48.124351
6794965,403-RWX-849806,517343,Liability,579.22,2018-06-29 23:14:48.124351
5874637,792-ZVE-689873,327375,Expense,1083.59,2018-12-21 23:14:48.124351
6462526,918-FXI-408965,182138,Equity,218.06,2021-09-02 23:14:48.124351
6401651,598-ILM-66754,513802,Expense,605.95,2019-02-08 23:14:48.124351
6488322,991-AJN-871246,635557,Liability,789.63,2023-04-30 23:14:48.124351
5598721,352-JTJ-391108,336022,Asset,1156.35,2022-03-08 23:14:48.124351
7960232,576-TSH-460755,829946,Liability,198.64,2023-04-13 23:14:48.124351
6436761,844-LWG-56047,134929,Expense,605.67,2023-05-02 23:14:48.124351
5718571,161-XLX-385870,353337,Asset,900.57,2019-01-05 23:14:48.124351
5279753,244-MNG-245577,586126,Expense,473.04,2023-08-28 23:14:48.124351
8077898,402-QTS-981238,611641,Liability,279.76,2018-10-12 23:14:48.124351
7137297,295-XBG-624612,963970,Liability,1102.83,2021-05-27 23:14:48.124351
6531664,567-JCS-982000,542561,Equity,1175.19,2020-11-17 23:14:48.124351
5985252,572-WTZ-802382,358062,Income,1408.15,2019-03-12 23:14:48.124351
6494661,358-TSY-824463,449473,Expense,483.35,2019-07-06 23:14:48.124351
7289643,343-FIJ-178327,749720,Expense,390.64,2020-08-22 23:14:48.124351
5997783,828-UWF-770706,448695,Income,1389.83,2023-04-15 23:14:48.124351
6960915,618-YUA-936783,608115,Income,661.32,2023-06-04 23:14:48.124351
6338164,441-QKS-832721,587481,Expense,1118.06,2020-09-05 23:14:48.124351
5428174,423-GYP-96413,612511,Asset,1011.0,2021-05-17 23:14:48.124351
6970241,316-ZLE-840719,923651,Liability,863.41,2022-10-20 23:14:48.124351
7144117,160-XIN-230293,963741,Liability,650.23,2018-12-04 23:14:48.124351
7114617,767-ZXY-467701,249088,Equity,480.8,2023-01-20 23:14:48.124351
5269672,681-DIJ-361828,238658,Expense,998.61,2021-10-27 23:14:48.124351
6611610,365-ILD-517756,685989,Equity,1230.64,2019-08-04 23:14:48.124351
5472416,362-CHT-329142,826420,Equity,997.54,2020-10-17 23:14:48.124351
7223952,593-YJP-566297,601073,Income,479.04,2020-12-08 23:14:48.124351
5604281,479-JBA-874081,534480,Asset,992.21,2018-06-02 23:14:48.124351
8056978,127-LGU-166738,805435,Equity,478.97,2019-10-24 23:14:48.124351
7233397,235-RBX-618831,39705,Liability,1135.17,2022-08-27 23:14:48.124351
6835636,223-PJX-762462,342391,Expense,365.29,2021-07-11 23:14:48.124351
6068064,656-VLA-157776,320048,Equity,793.48,2023-04-22 23:14:48.124351
6900145,375-PNO-500772,574548,Expense,565.65,2020-01-28 23:14:48.124351
6537778,286-RWM-682428,68287,Asset,1404.78,2022-08-12 23:14:48.124351
6555952,646-ABR-682409,480254,Expense,1416.19,2020-08-03 23:14:48.124351
7088758,342-ZNA-313121,919701,Liability,696.9,2023-10-11 23:14:48.124351
7298078,170-XDS-828676,117057,Asset,1039.6,2018-05-29 23:14:48.124351
7396242,885-ZIM-231254,179769,Liability,510.73,2024-02-15 23:14:48.124351
8014025,924-UVP-114932,154739,Asset,313.47,2018-12-27 23:14:48.124351
5154863,763-YQD-964932,787361,Liability,170.81,2019-09-04 23:14:48.124351
7806949,120-HCS-386771,648165,Expense,510.32,2022-02-06 23:14:48.124351
5282393,263-MPN-764189,363958,Expense,176.61,2018-07-17 23:14:48.124351
7711141,636-WIW-594927,271184,Income,184.53,2022-11-18 23:14:48.124351
5603658,608-TCS-418428,881441,Equity,997.5,2021-05-05 23:14:48.124351
7561897,560-SQE-293922,199094,Asset,570.08,2021-05-02 23:14:48.124351
7886887,998-ZYL-753104,73939,Asset,217.23,2021-05-23 23:14:48.124351
7793683,582-AAF-806183,211455,Income,1492.04,2018-11-11 23:14:48.124351
6602405,203-KYM-534227,233100,Income,1402.58,2018-05-27 23:14:48.124351
5533776,549-MQP-384964,357421,Income,362.29,2020-01-19 23:14:48.124351
5172695,457-NNJ-213213,712538,Asset,253.56,2021-08-28 23:14:48.124351
8018047,729-UBI-573300,111628,Liability,1174.44,2023-02-05 23:14:48.124351
5394825,373-RSQ-645561,715186,Asset,818.06,2020-08-12 23:14:48.124351
6730508,885-WDD-849288,316860,Income,659.21,2022-10-07 23:14:48.124351
6999230,965-HVI-816909,807442,Expense,597.43,2020-11-05 23:14:48.124351
7353792,700-OKR-609738,55111,Equity,224.35,2019-01-14 23:14:48.124351
5677539,941-UDX-458132,560821,Income,1006.03,2019-07-05 23:14:48.124351
5218720,581-IQG-650127,521005,Expense,1039.53,2020-01-30 23:14:48.124351
5588456,043-LNM-941453,318617,Asset,382.84,2020-02-02 23:14:48.124351
5999764,285-CNN-246853,294834,Expense,1450.09,2018-06-17 23:14:48.124351
7751595,029-IDH-49146,80748,Asset,1055.67,2020-07-17 23:14:48.124351
6684594,936-TLC-218621,983381,Asset,608.1,2019-12-17 23:14:48.124351
5734854,494-AET-52310,821498,Equity,553.97,2023-02-18 23:14:48.124351
6865685,679-QRX-365844,151891,Liability,1047.21,2018-10-12 23:14:48.124351
5278357,858-CGP-255153,95923,Expense,308.8,2019-03-06 23:14:48.124351
6457366,414-FMJ-498091,26940,Liability,211.74,2020-05-06 23:14:48.124351
7510636,782-ONN-419620,428864,Asset,1212.09,2022-06-17 23:14:48.124351
5202106,619-PAX-795418,222448,Income,341.03,2021-05-21 23:14:48.124351
5358683,933-SEH-797179,944653,Asset,325.49,2022-08-30 23:14:48.124351
6080827,680-BZD-646078,979475,Income,623.81,2019-06-04 23:14:48.124351
7315812,882-GJM-120430,31694,Expense,622.83,2022-09-21 23:14:48.124351
7525033,117-EGK-805361,532991,Equity,603.45,2020-02-27 23:14:48.124351
6871652,345-COT-302204,258407,Equity,293.17,2021-02-22 23:14:48.124351
5275357,554-XOY-272215,848232,Asset,412.56,2021-06-19 23:14:48.124351
7393427,180-ZTR-732144,675037,Income,1078.78,2020-09-28 23:14:48.124351
5960482,978-WGA-505076,464372,Equity,360.45,2021-09-05 23:14:48.124351
7077448,420-FYC-912068,8173,Asset,439.38,2018-06-30 23:14:48.124351
7039481,607-XDX-318878,376986,Liability,829.56,2021-01-05 23:14:48.124351
7078301,341-AGI-466696,772449,Income,1325.76,2023-02-24 23:14:48.124351
8016185,661-XNN-215873,727273,Income,923.65,2024-01-22 23:14:48.124351
6411653,006-TYE-74368,99196,Equity,505.35,2022-11-13 23:14:48.124351
7820644,252-MTP-910661,832715,Asset,416.54,2022-04-18 23:14:48.124351
5945748,665-XAY-521620,272697,Equity,385.6,2021-02-11 23:14:48.124351
6004776,121-FHV-564062,518865,Equity,1391.76,2023-11-28 23:14:48.124351
6529580,804-LJO-711715,212433,Income,431.91,2021-10-28 23:14:48.124351
5412402,679-NIP-116784,748185,Asset,623.93,2021-12-21 23:14:48.124351
5840208,987-XOG-251185,209101,Income,787.16,2019-05-01 23:14:48.124351
7690243,208-IQO-684199,231986,Asset,379.09,2022-09-30 23:14:48.124351
7006015,146-KGF-488518,555995,Asset,530.36,2022-02-07 23:14:48.124351
6466936,916-HJQ-411775,130127,Equity,1413.24,2020-03-03 23:14:48.124351
7283068,703-SRD-178164,109579,Income,942.68,2023-04-16 23:14:48.124351
7555466,744-WCD-828792,326648,Liability,1084.87,2018-08-02 23:14:48.124351
5509991,397-TEB-341751,974713,Equity,315.22,2021-02-17 23:14:48.124351
5701314,419-GEZ-221818,473596,Equity,876.49,2023-11-29 23:14:48.124351
7161965,557-TDS-409691,517090,Equity,1086.25,2020-01-27 23:14:48.124351
7805202,944-IZL-59949,95809,Income,560.46,2021-09-17 23:14:48.124351
7030060,881-GXO-953570,860686,Income,561.57,2019-07-19 23:14:48.124351
6432837,636-QYP-400043,218935,Liability,917.49,2021-03-01 23:14:48.124351
7036858,133-GIT-993374,699232,Income,1017.49,2019-05-24 23:14:48.124351
5552131,050-NMU-732497,102134,Asset,418.57,2023-11-10 23:14:48.124351
6392279,366-XVW-612128,600539,Asset,247.43,2021-07-07 23:14:48.124351
7097876,902-YEV-522035,693167,Income,1454.23,2021-01-09 23:14:48.124351
5758151,529-IWH-36334,885693,Equity,696.83,2023-03-31 23:14:48.124351
5404565,031-UJE-636329,419223,Income,223.8,2021-01-07 23:14:48.124351
5899896,209-PYB-828547,114561,Liability,1126.43,2023-03-29 23:14:48.124351
6177759,928-POO-70397,579924,Income,1451.92,2019-07-13 23:14:48.124351
6753751,033-ETZ-602902,857955,Expense,594.58,2022-04-18 23:14:48.124351
6309847,887-LPC-886629,633495,Asset,308.03,2021-05-19 23:14:48.124351
5466901,696-XII-515021,646695,Liability,248.34,2023-02-15 23:14:48.124351
6626736,024-ATP-813377,862952,Expense,176.67,2019-10-15 23:14:48.124351
6418432,809-EPR-992233,180237,Equity,408.49,2018-08-12 23:14:48.124351
6083022,036-DGI-544411,206912,Income,890.81,2019-08-16 23:14:48.124351
7149070,410-QJQ-732102,698039,Equity,557.64,2021-08-04 23:14:48.124351
7107148,625-WOZ-365266,533503,Liability,340.57,2024-02-21 23:14:48.124351
6325366,751-DWR-243835,431176,Expense,1410.28,2022-08-17 23:14:48.124351
7729710,817-RNB-184951,327127,Expense,862.18,2021-03-22 23:14:48.124351
6378435,480-NCZ-925720,578035,Expense,847.42,2019-01-31 23:14:48.124351
5716044,217-CFT-803028,774397,Income,877.65,2022-12-28 23:14:48.124351
6525802,502-IIR-931368,140335,Liability,334.59,2023-11-01 23:14:48.124351
7660168,668-QIQ-856359,7960,Liability,1183.79,2019-03-30 23:14:48.124351
5555870,172-AIL-404031,237089,Asset,166.33,2023-12-18 23:14:48.124351
5798865,556-YJQ-557374,553122,Liability,285.52,2022-06-30 23:14:48.124351
6043262,218-VJC-20760,302436,Equity,1377.79,2018-07-05 23:14:48.124351
5645514,866-BHO-317234,17581,Expense,821.0,2022-08-31 23:14:48.124351
7615676,958-NWR-453509,119830,Liability,462.77,2019-12-25 23:14:48.124351
7060841,917-THS-767267,863331,Asset,1358.27,2023-07-01 23:14:48.124351
7838850,448-UGK-698132,172333,Income,570.67,2023-08-29 23:14:48.124351
5881275,473-YYN-189017,133580,Liability,1276.65,2024-01-04 23:14:48.124351
7029490,344-NGG-855246,160440,Liability,536.22,2021-04-08 23:14:48.124351
7956304,317-HKO-141687,863057,Income,432.4,2021-11-06 23:14:48.124351
6092932,796-PZR-175652,823433,Liability,1204.01,2019-03-29 23:14:48.124351
7472596,971-DKE-880514,886067,Equity,476.28,2019-06-03 23:14:48.124351
5997767,820-HUB-96149,219793,Expense,258.28,2020-12-13 23:14:48.124351
7259998,224-XMR-343974,247986,Equity,1440.07,2021-04-22 23:14:48.124351
7826127,993-ZJO-461859,706399,Equity,1287.82,2021-12-31 23:14:48.124351
5834627,832-OYD-481357,881856,Liability,924.79,2021-08-22 23:14:48.124351
5325509,347-OTB-735835,547817,Expense,969.94,2023-06-20 23:14:48.124351
5782426,297-AVH-708471,978206,Expense,702.0,2023-06-22 23:14:48.124351
6580676,430-PFQ-445418,297293,Expense,327.0,2022-02-28 23:14:48.124351
7195222,104-UGR-3856,964189,Liability,1083.34,2023-04-21 23:14:48.124351
7059688,403-PRH-608766,713021,Liability,700.87,2022-06-19 23:14:48.124351
7354989,904-VQK-439275,164641,Equity,501.41,2023-09-16 23:14:48.124351
8007417,300-BIX-495217,635111,Liability,1269.87,2019-08-13 23:14:48.124351
6867697,364-BGO-742574,214646,Expense,1375.7,2022-08-22 23:14:48.124351
6383153,788-VGY-262729,951704,Expense,204.56,2020-05-29 23:14:48.124351
7599724,450-KWB-472696,559236,Expense,1171.52,2019-08-20 23:14:48.124351
5877097,970-FJM-943037,635877,Liability,1373.25,2019-09-26 23:14:48.124351
7147714,592-MJA-533025,391486,Asset,863.46,2023-07-21 23:14:48.124351
6309216,785-NLX-435420,550022,Expense,737.51,2019-02-14 23:14:48.124351
6333690,804-XDP-266088,946906,Equity,1229.8,2021-11-30 23:14:48.124351
5743351,217-QRK-139310,400663,Expense,336.39,2019-09-26 23:14:48.124351
7077852,495-HZU-451771,844809,Income,392.45,2023-04-27 23:14:48.124351
5433737,051-OAM-43516,552623,Equity,1083.79,2024-02-18 23:14:48.124351
6387900,718-IMD-931042,460215,Asset,490.48,2021-04-26 23:14:48.124351
7595608,046-MNM-299072,842052,Equity,439.02,2018-10-20 23:14:48.124351
7199717,918-MET-721448,190259,Expense,1035.45,2019-12-26 23:14:48.124351
6053336,748-OBI-272231,592572,Asset,1347.03,2019-09-20 23:14:48.124351
7176972,306-JTI-891992,837698,Liability,991.68,2018-10-05 23:14:48.124351
6291649,511-AIS-729896,66152,Expense,306.3,2022-09-29 23:14:48.124351
5345186,432-CIN-951720,331891,Income,1025.85,2020-11-09 23:14:48.124351
6611528,868-SZE-574344,248837,Liability,1278.02,2020-02-08 23:14:48.124351
