order_id,order_date,customer_id,total_order_amount,order_discount_pct,final_order_amount,customer_name,customer_country,customer_city,customer_state,customer_credit_rating,customer_premium_flag
ORD#91003403,2017-07-30 09:51:21.478226,87791,4148.67,15,3526.3695,110795,Japan,Gallatin,Vermont,640.24,True
ORD#91003486,2016-07-13 01:08:21.478236,152466,3278.29,10,2950.461,88907,Ghana,Newark,Montana,510.66,False
ORD#91003570,2023-11-21 23:43:21.478246,47435,278.94,0,278.94,86477,Brazil,Klamath Falls,Ohio,448.75,False
ORD#91003655,2021-09-27 08:58:21.478257,98991,1617.33,0,1617.33,124545,Burundi,St. Louis Park,Hawaii,859.75,True
ORD#91003741,2021-04-05 19:14:21.478268,115713,939.4,0,939.4,26694,Haiti,El Reno,Arizona,650.49,True
ORD#91003828,2021-05-13 19:15:21.478278,49362,4686.36,15,3983.406,21723,India,Wilsonville,Nebraska,323.33,False
ORD#91003916,2023-08-28 05:37:21.478288,14001,410.18,0,410.18,63710,Nepal,Lumberton,North Carolina,240.72,True
ORD#91004005,2018-07-14 11:16:21.478298,36567,2433.46,0,2433.46,18354,Tristan da Cunha,Carmel,New Mexico,578.15,False
ORD#91004095,2018-01-06 17:21:21.478308,214817,4260.9,15,3621.765,47690,Togo,Corsicana,Iowa,772.29,True
ORD#91004186,2021-07-15 20:16:21.478319,139075,2198.66,12,1934.8208,139183,South Korea,Kaysville,Montana,820.76,False
ORD#91004278,2022-03-22 06:57:21.478329,150855,2616.81,0,2616.81,134074,Congo - Brazzaville,Coon Rapids,Oregon,450.46,True
ORD#91004371,2024-08-29 00:41:21.478346,80953,4731.97,15,4022.1745,6656,Netherlands,Petaluma,Illinois,303.2,False
ORD#91004465,2022-07-17 21:18:21.478357,99623,3184.67,10,2866.203,114637,Australia,Laguna Beach,Texas,488.66,True
ORD#91004560,2019-09-03 02:43:21.478367,160385,4607.51,15,3916.3835,164949,Norfolk Island,Billings,North Carolina,238.07,False
ORD#91004656,2019-04-20 10:35:21.478377,40657,2996.25,0,2996.25,189895,Vanuatu,Culver City,Missouri,164.66,False
ORD#91004753,2015-12-30 09:22:21.478387,159092,773.69,0,773.69,10225,Hungary,Gastonia,Rhode Island,820.64,False
ORD#91004851,2019-08-19 10:56:21.478397,175603,3475.37,10,3127.833,194215,Bosnia & Herzegovina,Mission Viejo,Idaho,208.75,True
ORD#91004950,2015-10-30 18:06:21.478407,57262,4260.09,15,3621.0765,24822,Oman,Colton,Kentucky,857.39,False
ORD#91005050,2020-08-27 06:15:21.478417,216710,915.01,0,915.01,86533,Panama,Bartow,Rhode Island,107.08,True
ORD#91005151,2015-11-22 10:24:21.478428,80206,4516.04,15,3838.634,209989,Gabon,Manhattan,Alabama,405.11,True
ORD#91005253,2023-07-13 02:37:21.478440,201100,1856.94,0,1856.94,190806,Uganda,Laramie,Nevada,884.63,True
ORD#91005356,2018-09-21 03:34:21.478451,23539,4721.33,15,4013.1305,171239,Japan,Laguna Hills,Georgia,352.12,False
ORD#91005460,2021-07-24 11:36:21.478461,202046,4224.35,15,3590.6975,208342,Jersey,Summerville,Arkansas,222.92,True
ORD#91005565,2024-12-19 13:24:21.478471,59988,4558.48,15,3874.708,49184,Qatar,Pampa,Maryland,470.61,False
ORD#91005671,2022-01-01 14:18:21.478482,114541,359.17,0,359.17,186742,St. Barthélemy,Harrisburg,Hawaii,644.25,False
ORD#91005778,2024-04-10 20:00:21.478492,76052,3880.87,10,3492.783,43232,Syria,Las Vegas,Nevada,250.72,True
ORD#91005886,2024-01-31 12:27:21.478502,111691,4354.25,15,3701.1125,105932,Hungary,Alamogordo,Texas,263.76,True
ORD#91005995,2016-12-29 22:32:21.478520,67250,2740.54,0,2740.54,63438,United Kingdom,Mineola,New York,112.02,False
ORD#91006105,2021-09-04 07:11:21.478531,102607,2243.23,0,2243.23,54758,Bahrain,McKinney,New Hampshire,154.61,True
ORD#91006216,2020-03-03 10:30:21.478541,43103,1978.61,0,1978.61,44174,Ghana,Lynbrook,Kentucky,383.79,False
ORD#91006328,2020-09-23 06:30:21.478552,51384,4349.93,15,3697.4405,39804,Guatemala,Wildwood,Arkansas,558.08,True
ORD#91006441,2016-08-08 09:37:21.478562,84238,1010.54,0,1010.54,213256,Algeria,Marietta,Virginia,319.98,False
ORD#91006555,2018-06-03 14:27:21.478573,67818,3504.55,10,3154.0950000000003,86144,Curaçao,Canton,South Carolina,364.77,True
ORD#91006670,2018-01-12 03:33:21.478583,9821,1440.55,0,1440.55,66912,Diego Garcia,Clearwater,Ohio,820.41,False
ORD#91006786,2021-01-01 19:06:21.478593,61090,2206.24,0,2206.24,94408,Kenya,Hollister,Montana,570.35,True
ORD#91006903,2021-12-21 01:23:21.478603,103373,3416.99,20,2733.592,98126,Kyrgyzstan,Sheridan,Arizona,892.15,False
ORD#91007021,2017-06-25 13:55:21.478613,117960,2510.79,0,2510.79,3403,Finland,Kannapolis,Kentucky,735.99,False
ORD#91007140,2022-10-30 17:35:21.478623,169615,3369.18,10,3032.262,24734,Western Sahara,Duarte,Texas,350.28,False
ORD#91007260,2022-07-03 15:17:21.478633,97348,552.79,0,552.79,157449,St. Martin,Lompoc,South Carolina,626.49,True
ORD#91007381,2021-08-23 00:46:21.478644,179012,4362.58,15,3708.193,126035,Sint Maarten,La Quinta,West Virginia,171.13,False
ORD#91007503,2019-06-30 09:44:21.478654,53450,1360.95,0,1360.95,24488,Sierra Leone,Hoboken,Massachusetts,401.08,False
ORD#91007626,2024-01-24 07:42:21.478664,133576,891.95,0,891.95,91413,St. Pierre & Miquelon,Anacortes,West Virginia,513.73,True
ORD#91007750,2019-06-10 16:16:21.478674,51287,1505.43,0,1505.43,153153,Hungary,Rock Hill,Montana,367.81,False
ORD#91007875,2023-03-31 15:46:21.478684,180691,1542.93,0,1542.93,34170,El Salvador,Merrillville,Nebraska,246.9,True
ORD#91008001,2021-09-07 12:06:21.478694,3601,2797.06,0,2797.06,67047,Poland,Davis,Connecticut,320.48,False
ORD#91008128,2024-02-20 04:07:21.478705,53255,3025.32,10,2722.788,216873,Estonia,Pocatello,Connecticut,109.33,False
ORD#91008256,2016-08-07 14:53:21.478716,6745,3217.33,10,2895.597,78844,Austria,Elizabethtown,North Carolina,461.73,False
ORD#91008385,2017-10-31 03:55:21.478733,31316,3288.81,10,2959.929,124429,Paraguay,South St. Paul,Nebraska,664.45,True
ORD#91008515,2018-03-25 17:09:21.478745,84168,752.4,0,752.4,101012,South Korea,Maple Grove,Iowa,919.75,False
ORD#91008646,2019-04-24 18:04:21.478755,104564,2789.26,0,2789.26,76229,Mozambique,Arcadia,Maine,719.66,True
ORD#91008778,2022-07-19 14:38:21.478766,151253,4318.49,15,3670.7165,176893,Romania,East Lansing,West Virginia,458.2,False
ORD#91008911,2020-05-17 18:23:21.478776,158637,946.01,0,946.01,19716,San Marino,Little Elm,South Carolina,398.92,True
ORD#91009045,2021-12-09 22:08:21.478786,144762,593.88,0,593.88,105779,Maldives,Barnstable Town,Indiana,538.13,False
ORD#91009180,2016-09-05 19:25:21.478796,15704,4098.58,15,3483.793,95692,Samoa,Atlanta,South Carolina,548.79,True
ORD#91009316,2021-12-03 21:02:21.478806,177550,2571.61,0,2571.61,178532,New Zealand,Virginia Beach,Iowa,509.55,True
ORD#91009453,2016-04-07 16:15:21.478816,120490,2104.33,0,2104.33,34833,Mozambique,Farmington Hills,Ohio,594.18,True
ORD#91009591,2019-11-02 18:32:21.478826,101722,1137.59,0,1137.59,157459,Aruba,Sarasota,North Dakota,387.29,True
ORD#91009730,2024-05-24 21:22:21.478836,144923,2837.58,0,2837.58,15840,Lebanon,Walker,Montana,762.41,False
ORD#91009870,2015-07-05 06:49:21.478846,201936,1139.44,0,1139.44,157495,Andorra,Fargo,Delaware,261.69,True
ORD#91010011,2018-11-15 09:48:21.478856,116677,2310.75,0,2310.75,54918,Tuvalu,Gallatin,Montana,730.42,True
ORD#91010153,2017-11-15 08:49:21.478867,173108,385.28,0,385.28,197394,Ireland,Elizabethtown,Nevada,891.37,False
ORD#91010296,2016-01-11 02:43:21.478877,58457,3223.19,10,2900.871,193697,Tanzania,San Ramon,Louisiana,489.25,False
ORD#91010440,2021-03-29 12:32:21.478886,195178,4387.33,15,3729.2305,44766,Cuba,El Monte,Wyoming,813.3,False
ORD#91010585,2018-01-04 05:44:21.478896,105340,921.27,0,921.27,35761,Kiribati,Cary,North Carolina,607.83,False
ORD#91010731,2015-05-17 06:03:21.478906,102522,687.06,0,687.06,29148,Niue,Greenwood,Idaho,364.15,False
ORD#91010878,2020-09-07 13:54:21.478916,5523,4842.24,15,4115.904,19803,Ecuador,Monterey,Florida,511.24,True
ORD#91011026,2017-07-11 07:27:21.478926,15780,1528.91,0,1528.91,10297,Estonia,Camden,Louisiana,468.14,True
ORD#91011175,2018-04-17 23:21:21.478937,124920,1274.3,0,1274.3,50276,Qatar,Burien,Rhode Island,322.31,False
ORD#91011325,2018-03-12 09:07:21.478947,19730,1055.49,0,1055.49,20506,Peru,Alvin,New Mexico,818.98,False
ORD#91011476,2018-03-10 05:20:21.478957,96060,3337.85,10,3004.065,115955,Croatia,Englewood,California,699.73,False
ORD#91011628,2016-02-10 14:30:21.478975,126614,473.53,0,473.53,183019,Qatar,Oak Park,Rhode Island,584.96,True
ORD#91011781,2021-04-30 18:24:21.478988,82118,4128.88,15,3509.548,214686,Malaysia,Cooper City,Nevada,242.07,False
ORD#91011935,2017-03-08 18:39:21.478998,11653,1941.69,0,1941.69,39066,Italy,Lee's Summit,West Virginia,603.66,True
ORD#91012090,2016-03-15 23:20:21.479008,35903,505.43,0,505.43,59283,St. Kitts & Nevis,Ventura,Wyoming,408.17,True
ORD#91012246,2015-10-27 13:19:21.479018,91915,595.45,0,595.45,186552,Brunei,Christiansburg,New Mexico,623.15,True
ORD#91012403,2025-01-05 23:21:21.479028,215320,1227.42,0,1227.42,24548,Sint Maarten,Lincoln Park,Idaho,410.76,False
ORD#91012561,2017-11-21 12:07:21.479038,9965,4066.06,15,3456.151,68825,Qatar,Irvine,Kansas,678.94,True
ORD#91012720,2022-12-29 20:53:21.479048,29929,372.75,0,372.75,19735,Austria,Plymouth,Nebraska,296.12,False
ORD#91012880,2019-12-20 09:41:21.479058,164480,1169.48,0,1169.48,4037,Bermuda,Lansing,New Hampshire,796.76,True
ORD#91013041,2019-04-30 19:56:21.479068,130996,3778.27,10,3400.443,134659,Antarctica,Sugar Land,South Dakota,843.15,True
ORD#91013203,2023-08-10 02:00:21.479079,157436,858.69,0,858.69,171611,Cape Verde,Cumberland,Wyoming,712.2,True
ORD#91013366,2021-01-26 18:06:21.479089,140162,4802.63,15,4082.2355,174565,Israel,Deerfield Beach,North Carolina,323.39,False
ORD#91013530,2016-07-10 01:56:21.479099,102371,3011.22,10,2710.098,76125,Colombia,Prichard,Texas,117.49,True
ORD#91013695,2024-05-20 03:32:21.479109,13086,2769.16,12,2436.8608,86438,Kosovo,Reno,Massachusetts,813.78,True
ORD#91013861,2024-05-15 01:37:21.479119,167496,1616.66,0,1616.66,125350,Uzbekistan,Barberton,Alabama,531.23,True
ORD#91014028,2019-07-31 12:43:21.479130,164556,3187.24,20,2549.792,209341,Georgia,Golden,Nebraska,916.98,True
ORD#91014196,2017-06-07 18:08:21.479140,175364,4613.96,15,3921.866,167091,Myanmar,Palisades Park,Alaska,549.26,False
ORD#91014365,2024-10-13 20:18:21.479150,79662,881.89,0,881.89,39945,Guam,Manassas,Delaware,398.61,False
ORD#91014535,2015-11-01 09:45:21.479161,111434,917.51,0,917.51,9260,Slovakia,Cottonwood Heights,Massachusetts,610.42,True
ORD#91014706,2016-05-14 07:22:21.479172,21447,2134.43,0,2134.43,114144,Syria,Cartersville,Montana,598.01,False
ORD#91014878,2016-09-05 17:30:21.479182,150226,2919.03,0,2919.03,114227,Côte d’Ivoire,South San Francisco,Oregon,387.94,False
ORD#91015051,2015-05-18 01:45:21.479196,30002,2545.18,0,2545.18,198031,China,Moscow,Maryland,729.04,False
ORD#91015225,2023-07-30 12:31:21.479206,38569,3038.9,10,2735.01,160112,Ceuta & Melilla,Muskegon,Alaska,839.61,True
ORD#91015400,2024-10-18 19:08:21.479216,197429,2871.15,0,2871.15,93004,South Sudan,Natchez,New York,326.56,False
ORD#91015576,2022-01-17 05:16:21.479226,133774,4282.94,15,3640.499,204916,French Polynesia,Jonesboro,Montana,715.6,False
ORD#91015753,2015-09-23 16:37:21.479236,9909,3258.9,10,2933.01,108651,Tristan da Cunha,Bessemer,Kentucky,807.5,False
ORD#91015931,2015-10-18 01:18:21.479246,187621,1430.82,0,1430.82,46886,St. Helena,San Mateo,Delaware,775.54,True
ORD#91016110,2023-10-16 02:12:21.479256,177362,4745.96,15,4034.066,210023,Botswana,Oxford,North Carolina,553.03,False
ORD#91016290,2015-12-08 02:40:21.479266,131563,536.75,0,536.75,189107,Belarus,Missouri City,Colorado,802.07,True
ORD#91016471,2020-10-18 00:38:21.479276,100884,532.49,0,532.49,30430,Kiribati,Providence,South Dakota,383.42,True
ORD#91016653,2018-06-06 20:57:21.479286,120220,2328.05,0,2328.05,27141,Yemen,Lakewood,Arkansas,571.92,True
ORD#91016836,2019-10-09 07:57:21.479296,61904,2585.4,0,2585.4,128234,Uganda,Corvallis,Arizona,648.16,False
ORD#91017020,2020-08-17 06:58:21.479307,169912,2819.96,0,2819.96,183394,Uganda,Greensboro,Kansas,126.61,True
ORD#91017205,2017-01-06 08:47:21.479317,51407,1476.97,0,1476.97,136650,Algeria,Palestine,Rhode Island,354.05,False
ORD#91017391,2022-03-04 02:33:21.479327,65373,2376.61,0,2376.61,55758,Sweden,Salinas,Rhode Island,607.57,False
ORD#91017578,2023-02-14 07:26:21.479337,2268,1942.89,0,1942.89,157743,Andorra,La Quinta,Missouri,539.12,True
ORD#91017766,2018-01-05 22:08:21.479347,174554,1346.05,0,1346.05,23504,Ascension Island,La Mirada,Hawaii,460.34,True
ORD#91017955,2019-07-22 02:59:21.479357,200110,1215.44,0,1215.44,183745,Switzerland,Hazleton,New Jersey,384.06,True
ORD#91018145,2018-07-17 21:54:21.479367,178775,522.09,0,522.09,66623,Ireland,Mount Clemens,Wisconsin,205.11,True
ORD#91018336,2023-04-19 10:51:21.479377,152287,2081.75,0,2081.75,218051,Samoa,Avon,Oklahoma,106.17,False
ORD#91018528,2021-09-17 23:13:21.479387,164430,2340.33,0,2340.33,97115,Mauritius,Galveston,Arizona,778.91,False
ORD#91018721,2019-11-27 06:02:21.479398,60940,2344.75,12,2063.38,111160,Mauritius,Payson,New Hampshire,900.45,False
ORD#91018915,2018-02-05 20:13:21.479409,103299,590.49,0,590.49,214288,Cayman Islands,Oak Creek,Georgia,560.72,True
ORD#91019110,2022-05-08 02:27:21.479419,126764,2548.37,0,2548.37,150687,Seychelles,Ankeny,Vermont,565.77,False
ORD#91019306,2016-04-07 15:42:21.479429,164287,1288.49,0,1288.49,101435,San Marino,New Braunfels,Kansas,985.91,True
ORD#91019503,2020-07-27 18:44:21.479438,65396,772.71,0,772.71,198386,Fiji,Amarillo,Oklahoma,996.19,False
ORD#91019701,2022-01-31 03:45:21.479448,96773,4492.85,15,3818.9225000000006,77755,Tajikistan,Vallejo,Missouri,327.32,True
ORD#91019900,2024-10-28 09:50:21.479458,42302,2638.07,0,2638.07,15698,Turks & Caicos Islands,Minnetonka,Washington,736.5,False
ORD#91020100,2019-11-23 05:55:21.479468,138809,471.34,0,471.34,136045,Burundi,Tempe,Louisiana,886.26,False
ORD#91020301,2016-06-03 07:13:21.479479,217170,2211.88,0,2211.88,153160,Guinea,Oxnard,Tennessee,197.77,True
ORD#91020503,2016-10-08 07:15:21.479489,137200,986.68,0,986.68,170568,China,Williamsport,West Virginia,829.32,False
ORD#91020706,2020-11-02 15:25:21.479499,107838,3874.06,10,3486.654,196762,Mauritania,Webster Groves,Oregon,489.63,False
ORD#91020910,2017-07-18 12:08:21.479509,129660,3688.2,10,3319.38,110968,Mauritius,Rockville,Arizona,553.53,True
ORD#91021115,2023-06-09 04:10:21.479519,97096,4469.45,15,3799.0325,157670,South Africa,Sugar Hill,Maine,400.38,False
ORD#91021321,2017-08-06 22:49:21.479532,131017,1300.85,0,1300.85,19155,Norfolk Island,Ozark,Georgia,582.75,False
ORD#91021528,2024-07-06 23:11:21.479543,59644,4767.74,15,4052.579,52939,Falkland Islands,Sheboygan,Colorado,187.71,False
ORD#91021736,2017-07-17 21:16:21.479553,85275,442.12,0,442.12,88118,Montserrat,DeKalb,New Jersey,471.43,False
ORD#91021945,2017-10-24 18:04:21.479563,138433,2628.38,0,2628.38,157617,Trinidad & Tobago,Appleton,Alaska,163.91,True
ORD#91022155,2015-05-25 17:59:21.479573,58885,2651.59,0,2651.59,86320,Tuvalu,Norton Shores,Arizona,532.88,True
ORD#91022366,2016-02-02 04:09:21.479583,86019,1469.35,0,1469.35,21872,Canary Islands,Rock Hill,California,509.01,True
