order_id,shipment_date,invoice_number,shipment_from_city,shipment_to_city,invoice_amount
ORD#131008911,2021-06-19 09:33:33.763556,LWJD6459-906,Marana,Sanger,1336.88
ORD#131009045,2019-12-02 05:23:33.763567,JVSC6101-051,Forest Lake,Farmers Branch,2446.2592
ORD#131009180,2020-08-02 06:27:33.763579,VAVS9810-967,Nogales,Dallas,404.43
ORD#131009316,2021-12-16 19:07:33.763590,VNXT1972-016,Ruston,Brownsville,980.61
ORD#131009453,2018-05-21 17:03:33.763601,HEYG4781-238,Fort Collins,Mandan,3845.5105
ORD#131009591,2016-06-20 15:14:33.763613,PDPC1176-984,Lino Lakes,Rowlett,2964.79
ORD#131009730,2020-08-29 06:01:33.763624,GKJO1168-874,Wellington,Menasha,1957.6216
ORD#131009870,2022-11-01 16:29:33.763635,GLGS2332-796,Edina,Oswego,3705.83
ORD#131010011,2018-02-04 12:03:33.763645,RNDP4013-169,La Vista,Chaska,2486.16
ORD#131010153,2023-07-19 12:05:33.763655,AHGZ1658-382,New Port Richey,Mishawaka,3196.8975
ORD#131010296,2015-04-18 22:44:33.763665,PHIE7440-288,Romulus,Laconia,1925.42
ORD#131010440,2023-03-26 03:26:33.763675,IBFM0678-947,Lackawanna,Carpentersville,2731.329
ORD#131010585,2017-05-11 02:45:33.763685,ORLK3722-944,Leesburg,Rancho Santa Margarita,2812.696
ORD#131010731,2018-07-19 03:42:33.763695,OKEM5895-107,Kearny,Laramie,3001.761
ORD#131010878,2015-06-24 08:08:33.763705,QFVL7955-898,Champaign,Galveston,416.93
ORD#131011026,2016-05-13 19:58:33.763714,CXYZ1939-759,Scottsdale,Hammond,2459.5296
ORD#131011175,2021-02-13 11:01:33.763725,LJUF2798-001,Barstow,Clarksville,486.33
ORD#131011325,2023-10-22 05:56:33.763735,HGST4617-272,Benbrook,Ormond Beach,3539.223
ORD#131011476,2021-03-23 12:43:33.763745,UIVP6589-909,Fayetteville,St. Paul,3474.873
ORD#131011628,2019-05-13 04:53:33.763755,KKVR8836-302,Palatine,Hoboken,2340.844
ORD#131011781,2022-12-16 15:32:33.763767,WIHH5182-022,Danbury,Marquette,2910.987
ORD#131011935,2019-02-03 21:13:33.763779,CTFK4609-632,Upper Arlington,Fort Collins,4244.0075
ORD#131012090,2024-06-28 04:02:33.763789,LBZO9751-737,Munster,San Jose,2785.104
ORD#131012246,2020-11-23 16:18:33.763799,AZLD3816-013,Parkersburg,Vicksburg,3667.7755
ORD#131012403,2020-11-03 01:38:33.763809,KXMW0602-874,Roseburg,Milpitas,1675.4
ORD#131012561,2021-07-24 08:33:33.763819,SGDL1590-913,Huntington,Montrose,1655.2
ORD#131012720,2023-07-04 06:13:33.763829,OOXT8648-829,La Mirada,Alameda,2945.916
ORD#131012880,2017-01-10 15:19:33.763839,DSOQ7303-415,Spring Hill,Prattville,2981.952
ORD#131013041,2022-10-26 05:37:33.763849,IKUJ1858-639,South Euclid,St. Marys,1399.85
ORD#131013203,2019-02-02 06:41:33.763859,YVLE3066-146,De Land,Rockford,1808.0
ORD#131013366,2017-06-17 23:31:33.763869,NGSU7894-371,Fredericksburg,Elizabeth City,1839.5
ORD#131013530,2022-03-23 05:57:33.763879,VLXZ0827-164,Union City,Pleasantville,3711.2615
ORD#131013695,2023-08-22 12:57:33.763910,CEWZ3496-301,Pittsfield,Arlington Heights,519.6
ORD#131013861,2020-06-12 13:46:33.763921,CBCA8518-955,Southaven,Rock Hill,1351.51
ORD#131014028,2024-04-01 16:39:33.763931,HMLM3582-711,Indio,Kettering,1643.58
ORD#131014196,2016-03-28 21:42:33.763940,DMAP8445-663,McKinney,Palos Hills,2730.8340000000003
ORD#131014365,2017-03-28 13:05:33.763950,DCTK0880-582,Parker,Lynwood,2318.712
ORD#131014535,2016-12-07 19:57:33.763964,SGPO9193-354,Windsor,Steubenville,1327.25
ORD#131014706,2017-03-22 16:45:33.763974,RUYE4476-153,Danville,Rutland,443.32
ORD#131014878,2019-02-18 13:44:33.763984,HKTV7753-034,Ardmore,Pensacola,712.59
ORD#131015051,2021-06-25 16:25:33.763999,ZPPC0136-815,Euless,Lynwood,703.28
ORD#131015225,2017-06-13 22:03:33.764009,ITNN5625-507,Burbank,Madera,307.37
ORD#131015400,2016-09-26 03:57:33.764019,RYQM0583-932,Temple Terrace,Selma,604.25
ORD#131015576,2021-04-22 05:06:33.764030,VALL4228-181,West St. Paul,Paris,3357.4800000000005
ORD#131015753,2020-03-19 20:10:33.764041,JCIJ4433-841,Auburn,Muskogee,3204.4770000000003
ORD#131015931,2016-07-12 20:03:33.764052,TXRA2503-997,Baldwin Park,Urbana,3110.8770000000004
ORD#131016110,2019-06-15 10:54:33.764063,NARO3459-694,Norman,Deer Park,3427.251
ORD#131016290,2022-03-15 00:31:33.764074,CUTV5102-342,Laconia,San Fernando,3075.354
ORD#131016471,2024-03-05 10:03:33.764085,APRM8016-654,Bettendorf,Sheridan,437.88
ORD#131016653,2023-07-24 12:24:33.764096,JFCV3784-781,Terrell,Forest Park,3198.015
ORD#131016836,2022-08-14 08:00:33.764109,OVVY3557-331,Miramar,Schenectady,1788.98
ORD#131017020,2023-10-23 14:56:33.764120,ZAKD3790-464,Calabasas,Freeport,628.78
ORD#131017205,2020-01-20 01:52:33.764131,REJB1406-113,Kentwood,Rock Island,3022.947
ORD#131017391,2020-10-24 18:45:33.764141,MLNR6961-942,Twentynine Palms,Norristown,2724.183
ORD#131017578,2023-08-14 11:16:33.764151,MDKW0744-071,Phoenix,Diamond Bar,934.5
ORD#131017766,2020-12-19 16:46:33.764161,CIWK9013-345,Riverbank,Mesa,3398.139
ORD#131017955,2018-05-21 13:02:33.764171,IHCB6481-844,Rolla,Englewood,3442.1005
ORD#131018145,2021-08-27 11:25:33.764182,DYJE1805-989,Mukilteo,Dodge City,1172.72
ORD#131018336,2019-08-02 14:02:33.764192,UJCC1131-541,El Paso,Naugatuck,3830.661
ORD#131018528,2022-02-05 10:19:33.764202,WHKZ3315-678,Round Lake,North Miami Beach,2394.19
ORD#131018721,2017-11-13 13:47:33.764212,AYKZ1816-627,Findlay,Owensboro,2480.22
ORD#131018915,2024-07-11 13:32:33.764222,EPIX7238-390,Rolling Meadows,Anchorage,2916.7740000000003
ORD#131019110,2022-05-04 13:20:33.764231,SAPW9921-835,Cranston,Bowie,2349.4
ORD#131019306,2019-11-03 16:55:33.764241,ENUG8190-211,Morgantown,Peachtree City,2905.794
ORD#131019503,2019-09-21 08:03:33.764252,LNNV2254-732,West New York,Gillette,1131.55
ORD#131019701,2021-11-04 08:16:33.764263,TPFJ6083-663,Gallatin,Crystal Lake,1998.16
ORD#131019900,2021-12-23 15:13:33.764274,PAWU6117-270,Deltona,Palestine,2412.74
ORD#131020100,2020-09-17 16:01:33.764285,RTOR8833-418,Niagara Falls,Santa Monica,2515.568
ORD#131020301,2017-11-24 18:31:33.764297,UCAO7168-027,Apache Junction,Lauderhill,1199.66
ORD#131020503,2015-08-20 21:36:33.764308,MRVS5879-196,Monroe,Winter Haven,651.52
ORD#131020706,2018-05-16 07:11:33.764319,GZHT0695-996,Daly City,Euless,1709.42
ORD#131020910,2018-05-15 12:11:33.764330,EBPA5304-585,Maplewood,Plattsburgh,1922.08
ORD#131021115,2019-08-22 14:34:33.764341,JFFC4081-616,Redding,Donna,2195.2568
ORD#131021321,2023-06-25 01:06:33.764352,XLDE8407-307,North Ogden,Fort Myers,1892.29
ORD#131021528,2020-05-02 00:10:33.764363,WBLG8785-052,Round Rock,Revere,2655.0
ORD#131021736,2023-04-03 18:38:33.764380,FMUX6832-160,Moreno Valley,Santa Barbara,2383.62
ORD#131021945,2019-01-30 08:40:33.764391,SUYN3299-362,Middletown,Centennial,3330.513
ORD#131022155,2018-04-07 03:00:33.764402,HXKL4450-408,Whitehall,Cornelius,2577.87
ORD#131022366,2017-11-15 14:24:33.764413,UJSI1151-348,Perrysburg,Goodlettsville,4199.459
ORD#131022578,2016-12-25 16:46:33.764428,SJTM7650-790,Clifton,Asbury Park,2566.388
ORD#131022791,2024-01-21 20:24:33.764440,JXXJ6924-754,Gloucester,Alpharetta,425.65
ORD#131023005,2017-09-29 16:12:33.764453,OSWV8045-860,Prairie Village,South Portland,3912.2865
ORD#131023220,2021-03-06 08:32:33.764464,YNII2750-762,Matthews,Maplewood,1398.4
ORD#131023436,2021-08-06 11:42:33.764475,ORCD3571-096,Pleasant Grove,North Lauderdale,3621.2295
ORD#131023653,2020-10-01 17:21:33.764486,CMKV7849-253,Coconut Creek,Stow,2752.11
ORD#131023871,2019-12-13 22:56:33.764497,KGWR4456-704,Kettering,Berkeley,1385.72
ORD#131024090,2020-03-29 08:00:33.764508,GYHR5758-585,Syracuse,Bowling Green,339.08
ORD#131024310,2024-04-26 16:30:33.764520,DNJY6386-846,Niagara Falls,Agawam,2195.64
ORD#131024531,2023-01-22 12:19:33.764531,IDQL1855-986,Fort Lauderdale,Victorville,1237.68
ORD#131024753,2024-06-14 23:35:33.764542,UHBK1093-617,Westbrook,Jeffersonville,2888.685
ORD#131024976,2022-02-10 06:00:33.764553,YDAZ1709-480,Evansville,Melrose Park,934.88
ORD#131025200,2021-09-05 12:54:33.764564,BJXO0388-043,Marquette,Tupelo,3412.3335
ORD#131025425,2020-01-07 12:05:33.764575,IKJM9771-481,Scranton,Huntington Park,3141.441
ORD#131025651,2019-09-04 02:29:33.764586,QEJS4661-344,Lehi,Kalamazoo,1393.29
ORD#131025878,2018-02-14 11:27:33.764598,MTGX4363-215,Maricopa,High Point,1692.24
ORD#131026106,2018-11-07 14:47:33.764609,ZOJG2592-639,Plant City,Coachella,2191.93
ORD#131026335,2019-05-06 11:50:33.764620,VYED7123-011,Moscow,Simpsonville,738.62
ORD#131026565,2023-06-28 07:41:33.764631,QOXZ5394-059,Chino,Friendswood,2607.536
ORD#131026796,2018-04-10 12:33:33.764641,KJRS9231-695,Lake Elsinore,Redlands,4246.1835
ORD#131027028,2015-11-24 14:03:33.764652,NMNB8359-569,Olathe,Fort Pierce,387.98
ORD#131027261,2021-07-10 02:19:33.764667,UKCQ1758-523,Madison,Grand Rapids,628.0
ORD#131027495,2018-12-08 16:19:33.764681,GFPP7279-458,Wichita Falls,Cincinnati,3485.241
ORD#131027730,2023-07-02 03:12:33.764695,ZICO4626-834,Kenmore,Watertown,3290.787
ORD#131027966,2017-01-05 06:58:33.764709,CDHU6341-717,Newnan,New Britain,2789.199
ORD#131028203,2019-12-30 06:26:33.764725,AMLP5845-125,Gardner,Orange,2942.694
ORD#131028441,2017-06-05 09:23:33.764739,CZUD1469-535,Parkland,West Linn,490.37
ORD#131028680,2022-04-05 16:39:33.764752,TVAP8080-025,Collinsville,Midwest City,1335.79
ORD#131028920,2016-01-08 08:30:33.764763,WIXM2586-055,Raymore,San Jose,1400.76
ORD#131029161,2023-07-03 01:13:33.764775,MZCH1051-464,Chickasha,Xenia,3581.8575
ORD#131029403,2023-11-03 12:24:33.764786,SKDI2436-218,Anniston,Olathe,3161.392
ORD#131029646,2018-04-23 16:53:33.764799,SXKV3727-097,Roswell,Long Beach,3851.6815
ORD#131029890,2020-10-09 16:51:33.764812,JPXQ5848-420,Sherwood,Lathrop,2859.728
ORD#131030135,2020-12-31 18:17:33.764827,YKFH7180-260,Sebastian,Sunrise,1308.78
ORD#131030381,2023-03-21 10:42:33.764841,BTZN8275-851,Wylie,Camas,1628.03
ORD#131030628,2017-03-13 14:29:33.764855,RZBO5278-122,Georgetown,East St. Louis,3916.001
ORD#131030876,2021-11-14 15:40:33.764865,MDSO0311-953,Manhattan,Atlanta,3013.335
ORD#131031125,2022-01-05 12:21:33.764875,LOIH0948-911,Waco,Paragould,3035.943
ORD#131031375,2023-06-05 06:08:33.764885,VFCW4168-364,Lauderhill,Kennewick,2887.21
ORD#131031626,2023-09-12 02:01:33.764896,NRFC4617-218,Denver,Ashwaubenon,3794.0345
ORD#131031878,2024-01-06 01:50:33.764905,DSJA6074-118,Lawndale,Lawrence,3436.2865
ORD#131032131,2015-11-21 05:22:33.764916,KHCX8881-479,Clearfield,St. Charles,1681.34
ORD#131032385,2016-05-31 03:36:33.764926,LDIE9415-343,Ballwin,Cedar Falls,4165.51
ORD#131032640,2017-10-16 12:56:33.764938,FFNW2405-323,Oak Lawn,Boston,3852.982
ORD#131032896,2023-09-29 01:48:33.764949,GREM0036-571,Ashland,Dana Point,2745.126
ORD#131033153,2018-10-13 14:12:33.764959,YXVS8108-977,Marietta,Cuyahoga Falls,2869.974
ORD#131033411,2024-06-11 22:05:33.764969,SUDX6589-914,Valparaiso,Blacksburg,280.1
ORD#131033670,2018-12-06 07:57:33.764979,ZMVH0568-134,Hilliard,Cartersville,2229.568
ORD#131033930,2018-11-12 08:05:33.764989,BFIV8484-565,East Orange,Tinley Park,3563.946
ORD#131034191,2024-08-29 06:04:33.764999,SGEO7795-413,Glenview,Burnsville,3475.0465
ORD#131034453,2018-04-25 18:55:33.765010,IPUD0633-766,Los Gatos,Sugar Land,2707.074
ORD#131034716,2016-06-12 06:52:33.765020,TUPJ2608-785,Little Rock,Salem,1810.85
ORD#131034980,2019-12-01 07:52:33.765030,NJSL2132-606,Decatur,Dearborn,323.4
ORD#131035245,2024-10-17 08:12:33.765040,HEIE1051-122,Hillsboro,Carson City,1921.216
ORD#131035511,2017-02-02 22:02:33.765050,PSCU9560-410,Oshkosh,Solon,2394.66
ORD#131035778,2016-01-17 16:10:33.765060,MTZL9082-605,Plainview,Dover,2963.07
ORD#131036046,2021-05-07 03:14:33.765070,FWEF6153-465,Springville,Walla Walla,694.99
ORD#131036315,2020-05-31 12:54:33.765082,XVAB4208-688,University Park,Fair Lawn,2764.69
ORD#131036585,2018-12-02 22:10:33.765093,MVUT5960-883,Longmont,Augusta,431.46
ORD#131036856,2024-01-17 19:24:33.765104,WVVB2101-085,Altoona,Highland Village,2784.58
ORD#131037128,2024-08-19 05:34:33.765116,SVYS0224-999,Sahuarita,Weatherford,3300.3
ORD#131037401,2020-05-18 08:21:33.765127,GECD9830-327,Louisville,Harrisburg,4208.0355
ORD#131037675,2016-02-16 22:13:33.765137,IPAA4124-654,Prior Lake,De Pere,753.19
ORD#131037950,2017-09-18 17:43:33.765148,ZKYD9369-219,Ottumwa,Bethany,1961.49
ORD#131038226,2023-11-03 09:52:33.765158,CURM4553-942,Beavercreek,Arnold,1703.85
